:START_ID,:END_ID,:TYPE,network_layer,weight,transaction_date,maturity_days,interest_rate,currency,correlation,window_days,shares_held,layer_bridge,bridge_type,ticker,propagation_factor,created_at
BANK_CU_032,BANK_BANC,interbank_lending,banking,134434973.95351848,2024-05-02,109.0,0.9345338771641089,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_CASH,derivative_exposure,banking,367955150.5572949,2024-04-11,91.0,3.717790194783119,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_CU_024,overnight_lending,banking,101916648.06411728,2023-12-17,187.0,5.531942926954743,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_WAFD,fed_funds_transaction,banking,186183590.0619249,2025-09-08,26.0,3.235677114611968,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_009,BANK_CU_047,overnight_lending,banking,89998428.81987567,2024-09-16,283.0,2.0324625251110597,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_029,BANK_TROW,interbank_lending,banking,192873695.06514868,2025-04-16,109.0,5.783290054033742,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_048,BANK_CU_027,interbank_lending,banking,53035434.89599257,2025-07-15,137.0,3.047786958741745,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_CU_022,letter_of_credit,banking,154405209.83436984,2025-05-28,111.0,1.5747157049417306,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_NYCB,BANK_CU_029,reverse_repo,banking,3521660070.253793,2024-05-02,185.0,1.293269136921798,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_040,BANK_CU_031,overnight_lending,banking,103315502.10867973,2025-01-14,147.0,4.9864423138501515,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_019,BANK_CU_045,reverse_repo,banking,175386437.33089322,2024-05-13,204.0,4.2657192438962355,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_001,BANK_CU_035,reverse_repo,banking,141824933.10847184,2023-11-12,335.0,3.556896427063487,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_012,BANK_CU_019,interbank_lending,banking,129773526.62162076,2025-05-31,60.0,5.099343766200519,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_030,BANK_CU_013,overnight_lending,banking,171189776.6844079,2024-09-15,177.0,2.4618657394564356,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_015,BANK_CU_020,reverse_repo,banking,179192949.91321456,2024-07-02,173.0,4.73561970626972,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_UCBI,BANK_CU_019,repo_agreement,banking,823184215.6392851,2023-12-09,190.0,0.9260406813355312,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_UCBI,BANK_CU_036,reverse_repo,banking,964833313.9614478,2024-11-03,180.0,2.3143016366745615,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_ZION,BANK_FHN,reverse_repo,banking,8646384390.325533,2025-01-03,140.0,4.1749370425825,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_023,BANK_JPM,overnight_lending,banking,192960915.29332057,2024-07-21,23.0,3.4675386680588822,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FHN,BANK_CU_013,interbank_lending,banking,8124902382.849814,2025-02-26,27.0,4.760176086051374,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WTFC,BANK_TCBI,syndicated_loan,banking,9557096449.52991,2024-05-13,41.0,4.730678879833969,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MS,BANK_HBAN,overnight_lending,banking,3536257605.1023097,2025-02-25,294.0,1.6519517013847405,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_042,BANK_CASH,correspondent_banking,banking,173558642.9205481,2024-05-25,161.0,2.77308478910333,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_ZION,BANK_CU_003,repo_agreement,banking,4907661447.0585,2025-02-16,355.0,5.316054875157721,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_001,BANK_WAL,reverse_repo,banking,178959317.52533486,2024-05-28,214.0,3.786439456814821,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_008,BANK_FCNCA,reverse_repo,banking,81257551.85132381,2025-03-13,193.0,5.967536911005729,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_OZK,BANK_CU_046,correspondent_banking,banking,479758431.4016097,2025-05-21,311.0,3.719328026064796,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BK,BANK_UCBI,overnight_lending,banking,9468072701.926178,2024-05-12,36.0,5.967412492686159,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_CU_029,overnight_lending,banking,135954194.03475827,2024-07-30,212.0,6.273749250035521,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_CU_006,reverse_repo,banking,82982448.45610237,2025-02-14,197.0,4.594958202422893,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_004,BANK_IVZ,derivative_exposure,banking,89831627.72048621,2025-01-02,321.0,3.0172378671602704,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_HBAN,BANK_SEIC,overnight_lending,banking,6027163575.273819,2025-05-15,345.0,6.455539255603068,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IBOC,BANK_CU_025,credit_line,banking,700010858.1104766,2024-10-31,188.0,3.0927030536953666,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_040,BANK_CU_041,derivative_exposure,banking,182307227.9011548,2023-11-26,258.0,4.772708338004811,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BK,BANK_CU_037,interbank_lending,banking,4423053686.4151745,2024-07-06,349.0,0.9413028738576752,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_033,BANK_CU_013,reverse_repo,banking,92791699.54113196,2024-08-31,281.0,0.5892138460731182,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_031,BANK_CU_037,overnight_lending,banking,177008298.55951,2025-07-26,216.0,1.9598115678978028,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BAC,BANK_CU_017,interbank_lending,banking,9120565571.553102,2024-09-08,245.0,0.928708283656534,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_039,BANK_C,interbank_lending,banking,57471181.63751328,2024-05-05,17.0,6.392267736718304,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FHN,BANK_WAL,derivative_exposure,banking,7445313905.646196,2025-03-11,347.0,4.998517272182228,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BEN,BANK_CU_007,interbank_lending,banking,3850542132.454125,2024-06-02,239.0,2.6946291137781317,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_015,BANK_CU_011,fed_funds_transaction,banking,154063688.05236128,2023-11-19,290.0,1.4932447689385235,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SBNY,BANK_CU_019,reverse_repo,banking,3557096047.786131,2024-04-01,299.0,5.291245491692523,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BLK,BANK_MTB,interbank_lending,banking,1585523845.1200187,2025-04-21,190.0,4.167904322318488,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_033,BANK_CU_020,correspondent_banking,banking,76204944.5335672,2024-11-02,149.0,0.5921975044083398,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_024,BANK_SEIC,overnight_lending,banking,92496700.30607729,2025-01-19,19.0,2.53452567957608,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_003,BANK_CU_015,interbank_lending,banking,89077616.81539536,2025-08-29,81.0,4.02537063289879,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BAC,BANK_CU_010,fed_funds_transaction,banking,7737349929.554201,2024-07-06,293.0,0.5131045670333434,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_HBAN,BANK_GS,credit_line,banking,6203769554.889425,2025-01-08,64.0,3.3905349783738887,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_011,BANK_CU_015,credit_line,banking,150749908.58142057,2024-05-30,106.0,2.545259237503619,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CASH,BANK_USB,interbank_lending,banking,644264541.9396296,2024-01-18,11.0,6.154061046028144,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_VRTS,BANK_FITB,interbank_lending,banking,3329174105.958178,2024-10-10,194.0,5.159545375899928,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAL,BANK_FCNCA,credit_line,banking,2732025175.589111,2025-01-21,223.0,4.701838123302843,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_048,BANK_C,interbank_lending,banking,69286589.11953177,2025-04-24,80.0,4.431032859067516,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_009,BANK_WAFD,correspondent_banking,banking,195386091.13053495,2024-03-05,127.0,1.2297373440805657,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CASH,BANK_HBAN,syndicated_loan,banking,917448291.9175736,2024-07-29,213.0,5.1317866060993005,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_046,BANK_CU_019,interbank_lending,banking,138112274.56890002,2025-06-23,306.0,4.550279733739519,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_011,BANK_TCBI,correspondent_banking,banking,169038679.58034852,2025-02-10,192.0,2.2226546655654182,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_029,BANK_FHN,reverse_repo,banking,119050584.74041028,2025-09-13,204.0,1.148875654023192,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_CMA,credit_line,banking,176900513.50960952,2024-01-26,306.0,0.8950529870519279,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_TFC,BANK_CU_027,derivative_exposure,banking,4780825055.071277,2025-06-12,83.0,5.5012377892626425,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CMA,BANK_CU_044,reverse_repo,banking,7001519103.194355,2024-08-29,172.0,5.0355074877508255,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_016,BANK_KEY,interbank_lending,banking,76280354.43860601,2024-05-16,98.0,5.506725289350177,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SBNY,BANK_CU_025,interbank_lending,banking,1937217693.0388951,2024-01-19,216.0,4.507838364933109,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_C,BANK_USB,repo_agreement,banking,7356891916.013555,2025-07-21,117.0,5.552996180368298,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_RF,credit_line,banking,9175863522.32357,2024-08-16,115.0,0.9603642315692352,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SNV,BANK_EWBC,overnight_lending,banking,978232893.6918602,2025-04-20,30.0,2.448944658491328,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WTFC,BANK_SNV,interbank_lending,banking,5652176950.406914,2025-04-27,230.0,1.8805154505200112,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_005,BANK_CU_018,interbank_lending,banking,113126508.25800024,2024-09-19,93.0,1.6522519613540243,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_SIVB,interbank_lending,banking,746256295.5381478,2024-09-13,87.0,2.4200659354823806,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_MTB,BANK_CU_001,overnight_lending,banking,4168907831.330848,2024-03-10,331.0,2.6004278736497177,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_034,BANK_CU_043,interbank_lending,banking,178812688.8786338,2025-02-18,197.0,4.714376855242561,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_016,BANK_CMA,overnight_lending,banking,122805855.68068255,2024-12-02,127.0,6.056949983155208,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SNV,BANK_UCBI,derivative_exposure,banking,355372986.1456012,2024-10-04,337.0,6.179383057872462,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_046,BANK_CU_002,overnight_lending,banking,135400280.2664141,2024-10-08,326.0,5.052641373523631,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_011,BANK_CU_045,derivative_exposure,banking,55667445.20968927,2024-05-11,155.0,3.928183818014942,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_COF,credit_line,banking,139457812.7604844,2025-03-07,263.0,2.6566701570934352,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_033,BANK_IBOC,reverse_repo,banking,187627695.2824356,2024-06-07,337.0,4.047457434503684,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_029,BANK_STT,reverse_repo,banking,151383783.30624402,2025-06-10,146.0,2.641902152840678,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_036,BANK_SNV,overnight_lending,banking,181246558.79361767,2025-03-10,247.0,3.6309393496997138,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_KEY,BANK_CVBF,correspondent_banking,banking,2815043255.6410894,2024-06-11,113.0,3.406836854199155,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_CU_015,repo_agreement,banking,174669082.50766185,2024-02-14,147.0,3.435740945022575,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BEN,BANK_WAFD,interbank_lending,banking,3835569283.381019,2024-10-07,342.0,4.282749783454546,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_UCBI,reverse_repo,banking,88883823.07177374,2025-05-26,189.0,4.77436417083753,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CATY,BANK_CU_016,credit_line,banking,375128675.815626,2024-04-17,18.0,4.996680727603192,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_CU_024,repo_agreement,banking,190571745.0222683,2025-03-04,5.0,2.7336779408594483,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_042,BANK_MS,interbank_lending,banking,63662662.23200772,2025-04-19,153.0,0.9911690354977636,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_SIVB,overnight_lending,banking,105239418.48078698,2025-01-10,218.0,3.162291614721437,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_CU_034,overnight_lending,banking,412707419.05550194,2025-09-09,207.0,2.7897262650596235,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WFC,BANK_CU_049,interbank_lending,banking,7350045648.699288,2023-12-02,361.0,4.906810315251937,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_RF,BANK_CU_002,syndicated_loan,banking,8697018623.969358,2025-07-23,190.0,0.8582654292583438,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BLK,BANK_PNC,overnight_lending,banking,3202373630.970906,2023-12-10,207.0,2.959304785251624,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_024,BANK_CU_048,repo_agreement,banking,54559612.22172892,2024-08-24,140.0,3.9170712160665273,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_007,BANK_CU_047,letter_of_credit,banking,115895490.84919952,2024-02-26,356.0,6.239323803997108,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_010,BANK_CU_001,interbank_lending,banking,146239599.40172973,2024-11-25,73.0,2.894849966563709,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_036,BANK_NYCB,overnight_lending,banking,192346349.74473515,2024-07-25,6.0,3.8791885546889673,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_040,BANK_CU_046,derivative_exposure,banking,167915096.99115068,2023-11-19,326.0,6.151846592861541,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_005,BANK_CU_047,interbank_lending,banking,102014010.7880103,2024-02-22,22.0,5.1925400877416585,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_OZK,BANK_WAFD,repo_agreement,banking,383863055.7603136,2024-06-03,242.0,4.476334540209066,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_017,BANK_CU_047,repo_agreement,banking,130093482.04024008,2025-07-15,337.0,1.7524752943917754,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_RF,BANK_CU_016,derivative_exposure,banking,5040559472.1511135,2025-03-26,234.0,4.058676669948364,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_HBAN,BANK_CU_024,interbank_lending,banking,9291015191.030617,2024-12-28,246.0,2.7955329420255204,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CVBF,BANK_AMG,letter_of_credit,banking,730067797.4396275,2024-01-03,108.0,2.6098098400270926,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_042,BANK_CU_020,reverse_repo,banking,167545745.32217547,2024-05-30,24.0,6.146842010875042,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_USB,BANK_VRTS,credit_line,banking,2560635073.9750814,2025-01-12,198.0,5.159840446235737,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_HBAN,BANK_CU_005,interbank_lending,banking,7458479401.192876,2024-10-12,192.0,5.519562674785707,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CVBF,BANK_GS,repo_agreement,banking,580965852.0999576,2024-11-25,273.0,3.0629460842062626,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_022,BANK_CU_005,repo_agreement,banking,176296253.81094068,2025-09-24,102.0,2.1023656414361613,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_PNFP,derivative_exposure,banking,144159910.33433986,2025-05-03,195.0,0.6865677316583361,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_036,BANK_CU_032,derivative_exposure,banking,84644952.23240474,2024-07-28,133.0,4.029846616283544,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_041,BANK_CU_027,credit_line,banking,194413302.1136489,2023-12-22,190.0,2.57900532419447,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_031,BANK_IBOC,overnight_lending,banking,135535694.6865572,2024-04-15,217.0,2.7610133660969938,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_AMG,BANK_COF,overnight_lending,banking,2014430614.6725888,2025-03-15,335.0,4.062784756492554,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_028,BANK_CU_004,correspondent_banking,banking,72484144.29922372,2023-12-18,122.0,5.078363622578252,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAFD,BANK_WAL,reverse_repo,banking,821012242.1521693,2025-04-11,110.0,1.3841864129294672,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SIVB,BANK_BEN,interbank_lending,banking,2321055321.679757,2023-12-29,342.0,1.8534796649665704,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_OZK,BANK_CU_033,interbank_lending,banking,479949307.3936566,2024-09-24,137.0,1.2910197068210851,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BAC,BANK_USB,interbank_lending,banking,7338528429.517905,2025-03-21,142.0,0.8067898286401831,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_013,BANK_CASH,interbank_lending,banking,160502881.3804048,2024-12-29,357.0,3.289225580926062,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CMA,BANK_FCNCA,reverse_repo,banking,7299480155.878936,2024-01-01,104.0,4.1174528685481135,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_CU_049,overnight_lending,banking,67195991.53785603,2024-01-07,78.0,0.9100857091381468,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_C,derivative_exposure,banking,2508682233.8212576,2024-04-02,346.0,2.3759378861313167,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IVZ,BANK_HBAN,overnight_lending,banking,2530058139.184095,2024-11-03,16.0,5.729701077973101,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IVZ,BANK_CU_018,repo_agreement,banking,1531933760.5679345,2023-11-18,310.0,4.846750262056034,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_CU_030,reverse_repo,banking,52830838.18859079,2025-02-07,215.0,1.163248186500412,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_032,BANK_C,credit_line,banking,86614185.87389036,2024-11-30,38.0,3.0180337529436096,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BEN,BANK_COF,letter_of_credit,banking,2302655788.5052524,2024-09-02,220.0,6.005148363382088,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_FITB,interbank_lending,banking,2150388503.6430774,2023-12-23,273.0,2.7835231693866023,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_003,BANK_JPM,repo_agreement,banking,139721159.80557993,2024-06-24,254.0,6.439352973439248,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_003,BANK_CU_027,overnight_lending,banking,141811897.73057887,2025-03-16,150.0,4.3047728652008175,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WFC,BANK_CU_038,overnight_lending,banking,9123497967.455936,2024-02-26,295.0,3.2153870206134956,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_050,BANK_RF,reverse_repo,banking,123305925.25874028,2024-07-27,329.0,3.5358999749423807,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_018,BANK_BLK,credit_line,banking,112387479.9399074,2024-05-20,280.0,4.5984810408448125,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FITB,BANK_CU_036,overnight_lending,banking,4450869872.615494,2024-02-02,302.0,3.177573510859392,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_BANC,BANK_CU_048,reverse_repo,banking,255819736.25306836,2024-07-17,229.0,3.1938786443830383,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_037,BANK_CU_032,syndicated_loan,banking,183036008.6588264,2024-07-12,319.0,6.0825409590726665,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_CU_042,interbank_lending,banking,83584584.99585275,2024-12-02,67.0,4.298411659190642,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_021,BANK_CU_040,credit_line,banking,179266075.9684032,2024-01-27,285.0,2.1037704924590273,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CFG,BANK_CU_019,overnight_lending,banking,4803624626.424642,2025-05-02,226.0,3.865738996982877,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_CU_040,overnight_lending,banking,150812658.59090945,2024-04-13,17.0,4.600017687681283,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_030,BANK_PNC,correspondent_banking,banking,82322297.41783619,2024-03-04,253.0,5.4366881891970085,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_031,BANK_CU_021,credit_line,banking,174334566.79638168,2023-11-22,271.0,3.006869497409001,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_025,BANK_CU_006,interbank_lending,banking,101514588.20292395,2024-06-22,222.0,5.066663530911548,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SEIC,BANK_SCHW,syndicated_loan,banking,3360870431.4371243,2025-04-25,138.0,2.5858105218572085,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SBNY,BANK_CMA,overnight_lending,banking,3090979702.2124023,2024-09-24,363.0,2.4434318993792115,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CASH,BANK_CU_005,interbank_lending,banking,281533597.0569585,2024-08-14,2.0,6.0867870534130954,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_017,BANK_CU_022,interbank_lending,banking,178184775.34118608,2025-01-03,228.0,4.752329022491506,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SNV,BANK_CU_016,overnight_lending,banking,332934390.3014946,2025-01-28,184.0,3.9590947429318266,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_EWBC,BANK_STT,interbank_lending,banking,837324007.1876124,2025-04-12,224.0,1.8462009661542784,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_IBOC,BANK_CU_035,derivative_exposure,banking,874569001.3395356,2024-01-03,292.0,1.111810213777541,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_JPM,BANK_CU_001,reverse_repo,banking,9587879150.459526,2024-03-21,262.0,5.691144866638371,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WAFD,BANK_CFG,credit_line,banking,673609585.8146367,2024-12-06,178.0,2.5259370128056373,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_007,BANK_FHN,interbank_lending,banking,56974405.95369565,2024-11-17,299.0,2.080421671735067,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_005,BANK_RF,correspondent_banking,banking,91411270.41041157,2025-09-25,199.0,4.845258984880159,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WFC,BANK_VRTS,interbank_lending,banking,9380693896.033758,2024-12-26,52.0,2.3333783661285796,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_AMG,BANK_CU_041,correspondent_banking,banking,3219597398.628752,2024-10-25,242.0,4.4826004167302,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_CU_042,derivative_exposure,banking,971100594.2882576,2025-09-08,150.0,2.516957989910593,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_014,BANK_C,overnight_lending,banking,155105686.42810524,2024-07-07,326.0,4.437367942452839,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_NYCB,BANK_IVZ,overnight_lending,banking,2907623581.993021,2025-09-06,243.0,1.5026005265938034,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_049,BANK_PNC,correspondent_banking,banking,80976974.7394676,2025-01-08,217.0,2.6733701836319614,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_046,BANK_VRTS,overnight_lending,banking,91108131.11443216,2024-04-18,152.0,0.7995349139802745,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_STT,BANK_CU_038,overnight_lending,banking,5875213840.140155,2025-09-15,16.0,6.07368041343574,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_020,BANK_JPM,interbank_lending,banking,142056827.2781342,2025-04-01,294.0,5.1085192478462975,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SIVB,BANK_COF,credit_line,banking,3656571516.259591,2024-05-11,238.0,2.117370159514757,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_FCNCA,BANK_CU_040,interbank_lending,banking,439106695.4984892,2024-11-22,339.0,3.9825089946808823,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_043,BANK_CU_018,repo_agreement,banking,192542607.52557284,2024-08-20,266.0,3.2355465459165025,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_VRTS,BANK_GS,correspondent_banking,banking,3385422167.534567,2024-09-18,301.0,0.7615695307555663,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_002,BANK_CU_032,derivative_exposure,banking,54272571.582390726,2025-04-01,205.0,1.366854179567632,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_SNV,BANK_CU_049,interbank_lending,banking,712663053.9747962,2024-05-14,354.0,2.6857100077689955,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_040,BANK_CU_046,repo_agreement,banking,92334289.41771668,2024-02-01,281.0,1.2103810485659243,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_CU_012,BANK_BEN,overnight_lending,banking,179715048.81382966,2024-10-06,20.0,2.066762866598462,USD,,,,,,,,2025-11-13T14:41:50.611004
BANK_WTFC,BANK_CU_038,letter_of_credit,banking,6216318829.979787,2025-09-14,150.0,3.841736779164412,USD,,,,,,,,2025-11-13T14:41:50.611004
