node_id,node_type,network_layer,name,institution_id,tier,total_assets,total_deposits,total_loans,equity,num_branches,num_employees,cert,assets,city,state,ticker,sector,industry,market_cap,trailing_pe,debt_to_equity,beta,cik,created_at
FDIC_57176,fdic_bank,banking,Commerce West Bank,,,,,,,,,57176.0,1180954.0,Irvine,CA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_8255,fdic_bank,banking,Montgomery Bank,,,,,,,,,8255.0,1180502.0,Sikeston,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_59257,fdic_bank,banking,Climate First Bank,,,,,,,,,59257.0,1179812.0,Saint Petersburg,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_13341,fdic_bank,banking,The Croghan Colonial Bank,,,,,,,,,13341.0,1178995.0,Fremont,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57953,fdic_bank,banking,Legacy National Bank,,,,,,,,,57953.0,1172272.0,Springdale,AR,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_24919,fdic_bank,banking,Uwharrie Bank,,,,,,,,,24919.0,1168157.0,Albemarle,NC,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_6271,fdic_bank,banking,Community National Bank,,,,,,,,,6271.0,1166044.0,Derby,VT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_19482,fdic_bank,banking,Consumers National Bank,,,,,,,,,19482.0,1164587.0,Minerva,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_4697,fdic_bank,banking,The First National Bank of Hutchinson,,,,,,,,,4697.0,1164535.0,Hutchinson,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_18229,fdic_bank,banking,Northwest Community Bank,,,,,,,,,18229.0,1163333.0,Winsted,CT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_17509,fdic_bank,banking,First State Bank of the Florida Keys,,,,,,,,,17509.0,1160607.0,Key West,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_292,fdic_bank,banking,The Monticello Banking Company,,,,,,,,,292.0,1159076.0,Monticello,KY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_59177,fdic_bank,banking,"Square Financial Services, Inc.",,,,,,,,,59177.0,1156308.0,Salt Lake City,UT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20130,fdic_bank,banking,BankFirst,,,,,,,,,20130.0,1154801.0,Norfolk,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_13622,fdic_bank,banking,Dayspring Bank,,,,,,,,,13622.0,1152626.0,Gothenburg,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_22876,fdic_bank,banking,Southwest Missouri Bank,,,,,,,,,22876.0,1152303.0,Carthage,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9797,fdic_bank,banking,M1 Bank,,,,,,,,,9797.0,1152078.0,Clayton,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16753,fdic_bank,banking,Citizens State Bank,,,,,,,,,16753.0,1151168.0,Somerville,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_27510,fdic_bank,banking,Metro Bank,,,,,,,,,27510.0,1149850.0,Pell City,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35014,fdic_bank,banking,nbkc Bank,,,,,,,,,35014.0,1146992.0,Leawood,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_17077,fdic_bank,banking,First US Bank,,,,,,,,,17077.0,1143261.0,Birmingham,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_7658,fdic_bank,banking,First National Bank and Trust Company of Newtown,,,,,,,,,7658.0,1142926.0,Newtown,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_21292,fdic_bank,banking,PeoplesSouth Bank,,,,,,,,,21292.0,1141417.0,Colquitt,GA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_21906,fdic_bank,banking,PriorityOne Bank,,,,,,,,,21906.0,1140999.0,Magee,MS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_19788,fdic_bank,banking,Peoples Bank,,,,,,,,,19788.0,1138221.0,Lubbock,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58060,fdic_bank,banking,First General Bank,,,,,,,,,58060.0,1136957.0,Rowland Heights,CA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34211,fdic_bank,banking,Platte Valley Bank,,,,,,,,,34211.0,1136226.0,Scottsbluff,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_12627,fdic_bank,banking,Bank of Washington,,,,,,,,,12627.0,1131830.0,Washington,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9325,fdic_bank,banking,Jonesboro State Bank,,,,,,,,,9325.0,1131375.0,Jonesboro,LA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28788,fdic_bank,banking,Sturdy Savings Bank,,,,,,,,,28788.0,1130011.0,Stone Harbor,NJ,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_22180,fdic_bank,banking,United Bankers' Bank,,,,,,,,,22180.0,1127260.0,Bloomington,MN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_30441,fdic_bank,banking,First Federal Bank of Louisiana,,,,,,,,,30441.0,1125201.0,Lake Charles,LA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28530,fdic_bank,banking,Forward Bank,,,,,,,,,28530.0,1124619.0,Marshfield,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16982,fdic_bank,banking,Bank of Pontiac,,,,,,,,,16982.0,1123645.0,Pontiac,IL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_8889,fdic_bank,banking,Midwest Regional Bank,,,,,,,,,8889.0,1123086.0,Clayton,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3869,fdic_bank,banking,Anstaff Bank,,,,,,,,,3869.0,1122644.0,Green Forest,AR,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9288,fdic_bank,banking,First Bank of Berne,,,,,,,,,9288.0,1122586.0,Berne,IN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_32242,fdic_bank,banking,"Liberty Savings Bank, F.S.B.",,,,,,,,,32242.0,1122231.0,Wilmington,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9437,fdic_bank,banking,First State Bank,,,,,,,,,9437.0,1120797.0,Winchester,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_13055,fdic_bank,banking,Citizens Bank,,,,,,,,,13055.0,1113604.0,Mukwonago,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9888,fdic_bank,banking,The Dime Bank,,,,,,,,,9888.0,1113153.0,Honesdale,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16402,fdic_bank,banking,The Bennington State Bank,,,,,,,,,16402.0,1112928.0,Salina,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16265,fdic_bank,banking,Peoples Bank,,,,,,,,,16265.0,1112050.0,Rock Valley,IA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20856,fdic_bank,banking,Liberty Bank and Trust Company,,,,,,,,,20856.0,1109910.0,New Orleans,LA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_2832,fdic_bank,banking,First Bank of Alabama,,,,,,,,,2832.0,1109774.0,Talladega,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_19288,fdic_bank,banking,Firstar Bank,,,,,,,,,19288.0,1108804.0,Sallisaw,OK,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_8660,fdic_bank,banking,Commercial Bank & Trust Co.,,,,,,,,,8660.0,1108214.0,Paris,TN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9678,fdic_bank,banking,Edmonton State Bank,,,,,,,,,9678.0,1106095.0,Glasgow,KY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20161,fdic_bank,banking,Citizens Bank of Las Cruces,,,,,,,,,20161.0,1105786.0,Las Cruces,NM,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58095,fdic_bank,banking,Idaho First Bank,,,,,,,,,58095.0,1105401.0,Mccall,ID,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14587,fdic_bank,banking,University Bank,,,,,,,,,14587.0,1103359.0,Ann Arbor,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_13868,fdic_bank,banking,First State Bank Nebraska,,,,,,,,,13868.0,1100361.0,Lincoln,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35157,fdic_bank,banking,Farm Bureau Bank FSB,,,,,,,,,35157.0,1100299.0,Reno,NV,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_12828,fdic_bank,banking,"The Farmers Bank, Frankfort, Indiana",,,,,,,,,12828.0,1099970.0,Frankfort,IN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35214,fdic_bank,banking,First Reliance Bank,,,,,,,,,35214.0,1099877.0,Florence,SC,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_12611,fdic_bank,banking,The Evangeline Bank and Trust Company,,,,,,,,,12611.0,1098916.0,Ville Platte,LA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14017,fdic_bank,banking,Middletown Valley Bank,,,,,,,,,14017.0,1095570.0,Middletown,MD,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_21714,fdic_bank,banking,Premier Bank,,,,,,,,,21714.0,1090659.0,Maplewood,MN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_32718,fdic_bank,banking,Helm Bank USA,,,,,,,,,32718.0,1089200.0,Miami,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_59286,fdic_bank,banking,Thrivent Bank,,,,,,,,,59286.0,1088025.0,Salt Lake City,UT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57483,fdic_bank,banking,Citizens Bank & Trust,,,,,,,,,57483.0,1087618.0,Guntersville,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16849,fdic_bank,banking,First Arkansas Bank and Trust,,,,,,,,,16849.0,1086507.0,Jacksonville,AR,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_31840,fdic_bank,banking,Financial Federal Bank,,,,,,,,,31840.0,1085824.0,Memphis,TN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_12874,fdic_bank,banking,Katahdin Trust Company,,,,,,,,,12874.0,1085692.0,Patten,ME,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_90208,fdic_bank,banking,Pentucket  Bank,,,,,,,,,90208.0,1084078.0,Haverhill,MA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28778,fdic_bank,banking,Somerset Regal Bank,,,,,,,,,28778.0,1082992.0,Bound Brook,NJ,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58741,fdic_bank,banking,Fieldpoint Private Bank & Trust,,,,,,,,,58741.0,1079926.0,Greenwich,CT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_17115,fdic_bank,banking,Partners Bank of New England,,,,,,,,,17115.0,1078591.0,Sanford,ME,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_59112,fdic_bank,banking,Studio Bank,,,,,,,,,59112.0,1077613.0,Nashville,TN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9100,fdic_bank,banking,Pilot Grove Savings Bank,,,,,,,,,9100.0,1074992.0,Pilot Grove,IA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_1874,fdic_bank,banking,Bank of Labor,,,,,,,,,1874.0,1074279.0,Overland Park,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_27872,fdic_bank,banking,Pioneer Bank,,,,,,,,,27872.0,1073653.0,Roswell,NM,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34363,fdic_bank,banking,Core Bank,,,,,,,,,34363.0,1073367.0,Omaha,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28865,fdic_bank,banking,MidCountry Bank,,,,,,,,,28865.0,1072746.0,Minneapolis,MN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_7526,fdic_bank,banking,The Honesdale National Bank,,,,,,,,,7526.0,1072083.0,Honesdale,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57184,fdic_bank,banking,The Freedom Bank of Virginia,,,,,,,,,57184.0,1071449.0,Fairfax,VA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9457,fdic_bank,banking,The North Side Bank and Trust Company,,,,,,,,,9457.0,1071019.0,Cincinnati,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14209,fdic_bank,banking,Farmers State Bank,,,,,,,,,14209.0,1070517.0,Marion,IA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_22308,fdic_bank,banking,West Michigan Community Bank,,,,,,,,,22308.0,1068028.0,Hudsonville,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_6531,fdic_bank,banking,The Citizens National Bank of Bluffton,,,,,,,,,6531.0,1065092.0,Bluffton,OH,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_1545,fdic_bank,banking,"First National Bank, Ames, Iowa",,,,,,,,,1545.0,1061756.0,Ames,IA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57451,fdic_bank,banking,Sound Community Bank,,,,,,,,,57451.0,1058363.0,Seattle,WA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_10308,fdic_bank,banking,The Bank of Fayette County,,,,,,,,,10308.0,1057897.0,Piperton,TN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_15932,fdic_bank,banking,The Citizens Bank,,,,,,,,,15932.0,1057331.0,Olanta,SC,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_29782,fdic_bank,banking,First Federal Bank,,,,,,,,,29782.0,1055304.0,Dickson,TN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34415,fdic_bank,banking,First Command Bank,,,,,,,,,34415.0,1053125.0,Fort Worth,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58018,fdic_bank,banking,St. Louis Bank,,,,,,,,,58018.0,1052321.0,Saint Louis,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34966,fdic_bank,banking,First Capital Bank,,,,,,,,,34966.0,1052195.0,Charleston,SC,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3182,fdic_bank,banking,MapleMark Bank,,,,,,,,,3182.0,1050556.0,Tulsa,OK,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_17478,fdic_bank,banking,FirsTier Bank,,,,,,,,,17478.0,1046879.0,Kimball,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35412,fdic_bank,banking,American Community Bank & Trust,,,,,,,,,35412.0,1046526.0,Woodstock,IL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_90140,fdic_bank,banking,Adams Community Bank,,,,,,,,,90140.0,1044490.0,Adams,MA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_15565,fdic_bank,banking,First Southern Bank,,,,,,,,,15565.0,1043916.0,Marion,IL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58796,fdic_bank,banking,Parkside Financial Bank & Trust,,,,,,,,,58796.0,1043006.0,Clayton,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57097,fdic_bank,banking,Northstar Bank,,,,,,,,,57097.0,1042548.0,Bad Axe,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_4062,fdic_bank,banking,"The First National Bank and Trust Co., Chickasha, Oklahoma",,,,,,,,,4062.0,1041143.0,Chickasha,OK,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_13109,fdic_bank,banking,Jackson County Bank,,,,,,,,,13109.0,1039853.0,Seymour,IN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_27943,fdic_bank,banking,Brentwood Bank,,,,,,,,,27943.0,1039081.0,Bethel Park,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_11807,fdic_bank,banking,United Bank of Michigan,,,,,,,,,11807.0,1039028.0,Grand Rapids,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_33492,fdic_bank,banking,Crescent Bank,,,,,,,,,33492.0,1038952.0,Metairie,LA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_6811,fdic_bank,banking,First National Bank,,,,,,,,,6811.0,1038226.0,Altavista,VA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3091,fdic_bank,banking,The First National Bank of Bastrop,,,,,,,,,3091.0,1034196.0,Bastrop,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3389,fdic_bank,banking,Pointbank,,,,,,,,,3389.0,1033009.0,Pilot Point,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_32203,fdic_bank,banking,Summit State Bank,,,,,,,,,32203.0,1032472.0,Santa Rosa,CA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_8941,fdic_bank,banking,Bank Forward,,,,,,,,,8941.0,1032295.0,Fargo,ND,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_30039,fdic_bank,banking,Haven Savings Bank,,,,,,,,,30039.0,1031465.0,Hoboken,NJ,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14264,fdic_bank,banking,Cornhusker Bank,,,,,,,,,14264.0,1030262.0,Lincoln,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_12591,fdic_bank,banking,The Converse County Bank,,,,,,,,,12591.0,1029141.0,Douglas,WY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35,fdic_bank,banking,AuburnBank,,,,,,,,,35.0,1028709.0,Auburn,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16664,fdic_bank,banking,The Paducah Bank and Trust Company,,,,,,,,,16664.0,1026677.0,Paducah,KY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28396,fdic_bank,banking,First Palmetto Bank,,,,,,,,,28396.0,1026463.0,Camden,SC,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_90253,fdic_bank,banking,MountainOne Bank,,,,,,,,,90253.0,1026403.0,North Adams,MA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_19512,fdic_bank,banking,Royal Banks of Missouri,,,,,,,,,19512.0,1026200.0,Saint Louis,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_15657,fdic_bank,banking,Alliance Bank Central Texas,,,,,,,,,15657.0,1025655.0,Woodway,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_59183,fdic_bank,banking,Trustar Bank,,,,,,,,,59183.0,1024889.0,Great Falls,VA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16636,fdic_bank,banking,The Torrington Savings Bank,,,,,,,,,16636.0,1023142.0,Torrington,CT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_88,fdic_bank,banking,Generations Bank,,,,,,,,,88.0,1022698.0,Rogers,AR,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20387,fdic_bank,banking,Bank of the Orient,,,,,,,,,20387.0,1021230.0,San Francisco,CA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34456,fdic_bank,banking,"Keystone Bank, SSB",,,,,,,,,34456.0,1019692.0,Austin,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_26555,fdic_bank,banking,OneLocal Bank,,,,,,,,,26555.0,1019424.0,Norwood,MA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_32363,fdic_bank,banking,"Presidential Bank, FSB",,,,,,,,,32363.0,1018491.0,Bethesda,MD,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34422,fdic_bank,banking,American Bank,,,,,,,,,34422.0,1017803.0,Allentown,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57425,fdic_bank,banking,Sanibel Captiva Community Bank,,,,,,,,,57425.0,1014106.0,Sanibel,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28706,fdic_bank,banking,First Federal Savings and Loan Association of Greene Co,,,,,,,,,28706.0,1013179.0,Waynesburg,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35139,fdic_bank,banking,Seattle Bank,,,,,,,,,35139.0,1010220.0,Seattle,WA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20776,fdic_bank,banking,Border Bank,,,,,,,,,20776.0,1009486.0,Fargo,ND,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_5575,fdic_bank,banking,First National Bank and Trust Company of Weatherford,,,,,,,,,5575.0,1008984.0,Weatherford,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_26626,fdic_bank,banking,United Texas Bank,,,,,,,,,26626.0,1008949.0,Dallas,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34010,fdic_bank,banking,EverTrust Bank,,,,,,,,,34010.0,1008290.0,City Of Industry,CA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14995,fdic_bank,banking,River Bank,,,,,,,,,14995.0,1006546.0,Stoddard,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_19184,fdic_bank,banking,Hilltop National Bank,,,,,,,,,19184.0,1004767.0,Casper,WY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28599,fdic_bank,banking,Olympia Federal Savings and Loan Association,,,,,,,,,28599.0,1004703.0,Olympia,WA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_15136,fdic_bank,banking,Bank of Wisconsin Dells,,,,,,,,,15136.0,1004361.0,Wisconsin Dells,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_23806,fdic_bank,banking,TrailWest Bank,,,,,,,,,23806.0,1002020.0,Lolo,MT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_29047,fdic_bank,banking,First Federal Bank of Kansas City,,,,,,,,,29047.0,1000642.0,Lees Summit,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_2740,fdic_bank,banking,The Farmers National Bank of Danville,,,,,,,,,2740.0,1000539.0,Danville,KY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35207,fdic_bank,banking,Bank of the James,,,,,,,,,35207.0,1000081.0,Lynchburg,VA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_5058,fdic_bank,banking,Superior National Bank,,,,,,,,,5058.0,1000068.0,Hancock,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57061,fdic_bank,banking,Cornerstone National Bank & Trust Company,,,,,,,,,57061.0,999726.0,Palatine,IL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58935,fdic_bank,banking,R Bank,,,,,,,,,58935.0,999367.0,Round Rock,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_35430,fdic_bank,banking,OptimumBank,,,,,,,,,35430.0,998910.0,Fort Lauderdale,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_27381,fdic_bank,banking,First Metro Bank,,,,,,,,,27381.0,998327.0,Muscle Shoals,AL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_90203,fdic_bank,banking,Cape Ann Savings Bank,,,,,,,,,90203.0,997528.0,Gloucester,MA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_27267,fdic_bank,banking,Amerasia Bank,,,,,,,,,27267.0,996873.0,Flushing,NY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_29657,fdic_bank,banking,"Great Midwest Bank, S.S.B.",,,,,,,,,29657.0,993917.0,Brookfield,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_33418,fdic_bank,banking,Ledyard National Bank,,,,,,,,,33418.0,993609.0,Norwich,VT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_17614,fdic_bank,banking,Farmers Bank & Trust,,,,,,,,,17614.0,993313.0,Great Bend,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58694,fdic_bank,banking,Prime Meridian Bank,,,,,,,,,58694.0,993042.0,Tallahassee,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_31361,fdic_bank,banking,"Colonial Savings, F.A.",,,,,,,,,31361.0,991473.0,Fort Worth,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_5676,fdic_bank,banking,Brannen Bank,,,,,,,,,5676.0,990946.0,Inverness,FL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57703,fdic_bank,banking,"T Bank, National Association",,,,,,,,,57703.0,987451.0,Dallas,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_30704,fdic_bank,banking,Magyar Bank,,,,,,,,,30704.0,986851.0,New Brunswick,NJ,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_34969,fdic_bank,banking,First Central Savings Bank,,,,,,,,,34969.0,986710.0,Glen Cove,NY,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_28593,fdic_bank,banking,Sturgis Bank & Trust Company,,,,,,,,,28593.0,984161.0,Sturgis,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_4673,fdic_bank,banking,"GNBank, National Association",,,,,,,,,4673.0,983620.0,Girard,KS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_33708,fdic_bank,banking,International Bank of Chicago,,,,,,,,,33708.0,982762.0,Chicago,IL,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_14222,fdic_bank,banking,Security Financial Bank,,,,,,,,,14222.0,982097.0,Durand,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3330,fdic_bank,banking,The First National Bank of McGregor,,,,,,,,,3330.0,981720.0,Mc Gregor,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_20156,fdic_bank,banking,Kirkpatrick Bank,,,,,,,,,20156.0,981263.0,Edmond,OK,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58259,fdic_bank,banking,First National Bank of Michigan,,,,,,,,,58259.0,980638.0,Kalamazoo,MI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_3337,fdic_bank,banking,Texas National Bank,,,,,,,,,3337.0,980075.0,Mercedes,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_2443,fdic_bank,banking,Clear Mountain Bank,,,,,,,,,2443.0,979478.0,Bruceton Mills,WV,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_5093,fdic_bank,banking,The First National Bank of Bemidji,,,,,,,,,5093.0,979317.0,Bemidji,MN,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58509,fdic_bank,banking,Frontier Bank of Texas,,,,,,,,,58509.0,976787.0,Elgin,TX,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_10677,fdic_bank,banking,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",,,,,,,,,10677.0,975044.0,Jonestown,PA,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_29294,fdic_bank,banking,Prevail Bank,,,,,,,,,29294.0,974180.0,Medford,WI,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_57920,fdic_bank,banking,Prime Alliance Bank,,,,,,,,,57920.0,972932.0,Woods Cross,UT,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_11459,fdic_bank,banking,Mid America Bank,,,,,,,,,11459.0,972696.0,Jefferson City,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_16810,fdic_bank,banking,Farmers and Merchants Bank,,,,,,,,,16810.0,972518.0,Milford,NE,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_9359,fdic_bank,banking,Bank of Commerce,,,,,,,,,9359.0,972159.0,Greenwood,MS,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_58121,fdic_bank,banking,Triad Bank,,,,,,,,,58121.0,971207.0,Frontenac,MO,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_5874,fdic_bank,banking,"Calvin B. Taylor Banking Company of Berlin, Maryland",,,,,,,,,5874.0,966857.0,Berlin,MD,,,,,,,,,2025-11-13T14:41:50.237751
FDIC_18374,fdic_bank,banking,Security State Bank,,,,,,,,,18374.0,965462.0,Scott City,KS,,,,,,,,,2025-11-13T14:41:50.237751
