symbol1,symbol2,correlation,window_days,relationship_type,layer
AVB,PLD,0.5205,90,market_correlation,market
AVB,PMT,0.4338,90,market_correlation,market
AVB,PNC,0.3541,90,market_correlation,market
AVB,PSA,0.7459,90,market_correlation,market
AVB,REG,0.6065,90,market_correlation,market
AVB,RF,0.3156,90,market_correlation,market
AVB,RKT,0.4072,90,market_correlation,market
AVB,SPG,0.6257,90,market_correlation,market
AVB,TFC,0.3291,90,market_correlation,market
AVB,TRV,0.3157,90,market_correlation,market
AVB,TWO,0.313,90,market_correlation,market
AVB,UDR,0.8418,90,market_correlation,market
AVB,USB,0.3981,90,market_correlation,market
AVB,UWMC,0.4008,90,market_correlation,market
AVB,VICI,0.4196,90,market_correlation,market
AVB,WELL,0.3209,90,market_correlation,market
AVB,WRB,0.3355,90,market_correlation,market
AVB,WTFC,0.3218,90,market_correlation,market
AVB,^DJI,0.3595,90,market_correlation,market
AVB,^RUT,0.3445,90,market_correlation,market
AVGO,BILL,0.3269,90,market_correlation,market
AVGO,GOOG,0.353,90,market_correlation,market
AVGO,GOOGL,0.3563,90,market_correlation,market
AVGO,MU,0.4424,90,market_correlation,market
AVGO,NVDA,0.5093,90,market_correlation,market
AVGO,ORCL,0.5874,90,market_correlation,market
AVGO,QCOM,0.3501,90,market_correlation,market
AVGO,SUI,-0.3585,90,market_correlation,market
AVGO,WRB,-0.3195,90,market_correlation,market
AVGO,^GSPC,0.4795,90,market_correlation,market
AVGO,^IXIC,0.5526,90,market_correlation,market
AVGO,^RUT,0.3085,90,market_correlation,market
AVGO,^VIX,-0.3672,90,market_correlation,market
AXP,BAC,0.577,90,market_correlation,market
AXP,BEN,0.4465,90,market_correlation,market
AXP,BK,0.3322,90,market_correlation,market
AXP,BLK,0.5321,90,market_correlation,market
AXP,BRK-B,0.3527,90,market_correlation,market
AXP,BXP,0.315,90,market_correlation,market
AXP,C,0.5111,90,market_correlation,market
AXP,CFG,0.6965,90,market_correlation,market
AXP,CMA,0.4518,90,market_correlation,market
AXP,COF,0.709,90,market_correlation,market
AXP,CPAY,0.5656,90,market_correlation,market
AXP,CSCO,0.3455,90,market_correlation,market
AXP,EVR,0.5165,90,market_correlation,market
AXP,EVTC,0.3127,90,market_correlation,market
AXP,FHN,0.5532,90,market_correlation,market
AXP,FIS,0.406,90,market_correlation,market
AXP,FITB,0.6276,90,market_correlation,market
AXP,FRT,0.3411,90,market_correlation,market
AXP,GBCI,0.5159,90,market_correlation,market
AXP,GPN,0.4435,90,market_correlation,market
AXP,GS,0.4796,90,market_correlation,market
AXP,HBAN,0.624,90,market_correlation,market
AXP,HIG,0.3776,90,market_correlation,market
AXP,HLNE,0.5299,90,market_correlation,market
AXP,JPM,0.4416,90,market_correlation,market
AXP,KEY,0.6211,90,market_correlation,market
AXP,KIM,0.3976,90,market_correlation,market
AXP,L,0.3917,90,market_correlation,market
AXP,MA,0.4979,90,market_correlation,market
AXP,MC,0.5873,90,market_correlation,market
AXP,MET,0.4977,90,market_correlation,market
AXP,MMC,0.3135,90,market_correlation,market
AXP,MS,0.4353,90,market_correlation,market
AXP,MTB,0.6328,90,market_correlation,market
AXP,NAVI,0.4202,90,market_correlation,market
AXP,ONB,0.5644,90,market_correlation,market
AXP,PAYO,0.3438,90,market_correlation,market
AXP,PJT,0.4642,90,market_correlation,market
AXP,PLD,0.3248,90,market_correlation,market
AXP,PNC,0.617,90,market_correlation,market
AXP,PRU,0.5171,90,market_correlation,market
AXP,PYPL,0.4392,90,market_correlation,market
AXP,REG,0.3288,90,market_correlation,market
AXP,RF,0.5135,90,market_correlation,market
AXP,RGA,0.3299,90,market_correlation,market
AXP,SCHW,0.3024,90,market_correlation,market
AXP,SEIC,0.5984,90,market_correlation,market
AXP,SOFI,0.3297,90,market_correlation,market
AXP,SPG,0.3263,90,market_correlation,market
AXP,STT,0.5021,90,market_correlation,market
AXP,SYF,0.7257,90,market_correlation,market
AXP,TFC,0.7637,90,market_correlation,market
AXP,TROW,0.5573,90,market_correlation,market
AXP,TRV,0.323,90,market_correlation,market
AXP,UMBF,0.5745,90,market_correlation,market
AXP,USB,0.5981,90,market_correlation,market
AXP,V,0.4808,90,market_correlation,market
AXP,VCTR,0.413,90,market_correlation,market
AXP,VRTS,0.4162,90,market_correlation,market
AXP,WFC,0.5018,90,market_correlation,market
AXP,WRB,0.3217,90,market_correlation,market
AXP,WTFC,0.6336,90,market_correlation,market
AXP,ZION,0.6446,90,market_correlation,market
AXP,^DJI,0.6663,90,market_correlation,market
AXP,^GSPC,0.4819,90,market_correlation,market
AXP,^IXIC,0.3367,90,market_correlation,market
AXP,^RUT,0.5597,90,market_correlation,market
AXP,^VIX,-0.5209,90,market_correlation,market
BAC,BEN,0.3932,90,market_correlation,market
BAC,BK,0.6166,90,market_correlation,market
BAC,BLK,0.5222,90,market_correlation,market
BAC,BRK-B,0.3879,90,market_correlation,market
BAC,C,0.6548,90,market_correlation,market
BAC,CFG,0.6401,90,market_correlation,market
BAC,CMA,0.3765,90,market_correlation,market
BAC,COF,0.6317,90,market_correlation,market
BAC,CPAY,0.4633,90,market_correlation,market
BAC,CSCO,0.424,90,market_correlation,market
BAC,DLR,0.326,90,market_correlation,market
BAC,EQIX,0.3618,90,market_correlation,market
BAC,EVR,0.4411,90,market_correlation,market
BAC,FITB,0.5615,90,market_correlation,market
BAC,GBCI,0.4107,90,market_correlation,market
BAC,GS,0.527,90,market_correlation,market
BAC,HBAN,0.6149,90,market_correlation,market
BAC,HIG,0.3258,90,market_correlation,market
BAC,HLNE,0.3377,90,market_correlation,market
BAC,IVZ,0.3745,90,market_correlation,market
BAC,JPM,0.6647,90,market_correlation,market
BAC,KEY,0.5553,90,market_correlation,market
BAC,KIM,0.3388,90,market_correlation,market
BAC,MA,0.3573,90,market_correlation,market
BAC,MC,0.4409,90,market_correlation,market
BAC,MET,0.4498,90,market_correlation,market
BAC,MS,0.7361,90,market_correlation,market
BAC,MTB,0.5922,90,market_correlation,market
BAC,NAVI,0.3328,90,market_correlation,market
BAC,ONB,0.4702,90,market_correlation,market
BAC,PJT,0.3043,90,market_correlation,market
BAC,PLD,0.3735,90,market_correlation,market
BAC,PNC,0.4568,90,market_correlation,market
BAC,PRU,0.5292,90,market_correlation,market
BAC,RF,0.533,90,market_correlation,market
BAC,SCHW,0.5027,90,market_correlation,market
BAC,SEIC,0.461,90,market_correlation,market
BAC,SPG,0.3336,90,market_correlation,market
BAC,STNE,0.3346,90,market_correlation,market
BAC,STT,0.6158,90,market_correlation,market
BAC,SYF,0.6031,90,market_correlation,market
BAC,TFC,0.5844,90,market_correlation,market
BAC,TROW,0.3835,90,market_correlation,market
BAC,UMBF,0.4892,90,market_correlation,market
BAC,USB,0.5826,90,market_correlation,market
BAC,V,0.4068,90,market_correlation,market
BAC,VCTR,0.3788,90,market_correlation,market
BAC,VIRT,0.328,90,market_correlation,market
BAC,VRTS,0.3507,90,market_correlation,market
BAC,WFC,0.7249,90,market_correlation,market
BAC,WTFC,0.5039,90,market_correlation,market
BAC,ZION,0.569,90,market_correlation,market
BAC,^DJI,0.5077,90,market_correlation,market
BAC,^GSPC,0.4458,90,market_correlation,market
BAC,^IXIC,0.3296,90,market_correlation,market
BAC,^RUT,0.4575,90,market_correlation,market
BAC,^VIX,-0.4583,90,market_correlation,market
BEN,BK,0.3542,90,market_correlation,market
BEN,BLK,0.4808,90,market_correlation,market
BEN,C,0.3947,90,market_correlation,market
BEN,CFG,0.5029,90,market_correlation,market
BEN,COF,0.42,90,market_correlation,market
BEN,CPAY,0.5557,90,market_correlation,market
BEN,EVR,0.4847,90,market_correlation,market
BEN,FHN,0.441,90,market_correlation,market
BEN,FIS,0.3022,90,market_correlation,market
BEN,FITB,0.5267,90,market_correlation,market
BEN,FRT,0.3653,90,market_correlation,market
BEN,GBCI,0.4576,90,market_correlation,market
BEN,GPN,0.391,90,market_correlation,market
BEN,GS,0.4508,90,market_correlation,market
BEN,HBAN,0.5034,90,market_correlation,market
BEN,HIG,0.377,90,market_correlation,market
BEN,HLNE,0.4352,90,market_correlation,market
BEN,IVZ,0.4457,90,market_correlation,market
BEN,JKHY,0.3166,90,market_correlation,market
BEN,JPM,0.4099,90,market_correlation,market
BEN,KEY,0.4923,90,market_correlation,market
BEN,KIM,0.3969,90,market_correlation,market
BEN,L,0.3995,90,market_correlation,market
BEN,MA,0.3903,90,market_correlation,market
BEN,MC,0.5388,90,market_correlation,market
BEN,MET,0.3931,90,market_correlation,market
BEN,MS,0.4486,90,market_correlation,market
BEN,MTB,0.4889,90,market_correlation,market
BEN,ONB,0.4943,90,market_correlation,market
BEN,PAGS,0.3213,90,market_correlation,market
BEN,PJT,0.4707,90,market_correlation,market
BEN,PNC,0.4895,90,market_correlation,market
BEN,PRU,0.5109,90,market_correlation,market
BEN,PYPL,0.3977,90,market_correlation,market
BEN,QCOM,0.334,90,market_correlation,market
BEN,REG,0.386,90,market_correlation,market
BEN,RF,0.4752,90,market_correlation,market
BEN,RGA,0.3283,90,market_correlation,market
BEN,SCHW,0.3514,90,market_correlation,market
BEN,SEIC,0.6033,90,market_correlation,market
BEN,SPG,0.3906,90,market_correlation,market
BEN,STNE,0.388,90,market_correlation,market
BEN,STT,0.5437,90,market_correlation,market
BEN,SYF,0.5839,90,market_correlation,market
BEN,TFC,0.5056,90,market_correlation,market
BEN,TROW,0.6103,90,market_correlation,market
BEN,TRV,0.3827,90,market_correlation,market
BEN,UMBF,0.5272,90,market_correlation,market
BEN,USB,0.4927,90,market_correlation,market
BEN,V,0.3924,90,market_correlation,market
BEN,VCTR,0.5332,90,market_correlation,market
BEN,VRTS,0.4704,90,market_correlation,market
BEN,WFC,0.3872,90,market_correlation,market
BEN,WRB,0.3181,90,market_correlation,market
BEN,WTFC,0.4574,90,market_correlation,market
BEN,ZION,0.4791,90,market_correlation,market
BEN,^DJI,0.6067,90,market_correlation,market
BEN,^GSPC,0.5117,90,market_correlation,market
BEN,^IXIC,0.4065,90,market_correlation,market
BEN,^RUT,0.5572,90,market_correlation,market
BEN,^VIX,-0.4687,90,market_correlation,market
BILL,CRM,0.415,90,market_correlation,market
BILL,INTU,0.3313,90,market_correlation,market
BILL,NOW,0.4811,90,market_correlation,market
BILL,PAGS,0.3135,90,market_correlation,market
BILL,PANW,0.3913,90,market_correlation,market
BILL,STNE,0.3255,90,market_correlation,market
BILL,UPST,0.3196,90,market_correlation,market
BILL,WTFC,0.3333,90,market_correlation,market
BILL,^DJI,0.3297,90,market_correlation,market
BILL,^GSPC,0.3135,90,market_correlation,market
BILL,^RUT,0.3629,90,market_correlation,market
BK,BLK,0.5635,90,market_correlation,market
BK,C,0.6526,90,market_correlation,market
BK,CFG,0.5461,90,market_correlation,market
BK,CMA,0.3074,90,market_correlation,market
BK,COF,0.4922,90,market_correlation,market
BK,COIN,0.3215,90,market_correlation,market
BK,CSCO,0.4679,90,market_correlation,market
BK,EARN,0.3421,90,market_correlation,market
BK,EVR,0.4911,90,market_correlation,market
BK,FHN,0.3524,90,market_correlation,market
BK,FITB,0.4505,90,market_correlation,market
BK,GBCI,0.377,90,market_correlation,market
BK,GS,0.5777,90,market_correlation,market
BK,HBAN,0.5229,90,market_correlation,market
BK,HLNE,0.3136,90,market_correlation,market
BK,IVZ,0.3547,90,market_correlation,market
BK,JPM,0.6718,90,market_correlation,market
BK,KEY,0.4867,90,market_correlation,market
BK,LC,0.3227,90,market_correlation,market
BK,MC,0.4918,90,market_correlation,market
BK,MET,0.4035,90,market_correlation,market
BK,MS,0.698,90,market_correlation,market
BK,MTB,0.4779,90,market_correlation,market
BK,ONB,0.4066,90,market_correlation,market
BK,PAYO,0.3102,90,market_correlation,market
BK,PJT,0.3355,90,market_correlation,market
BK,PNC,0.4498,90,market_correlation,market
BK,PRU,0.3903,90,market_correlation,market
BK,RF,0.4685,90,market_correlation,market
BK,SCHW,0.6705,90,market_correlation,market
BK,SEIC,0.4489,90,market_correlation,market
BK,SOFI,0.4262,90,market_correlation,market
BK,STT,0.6569,90,market_correlation,market
BK,SYF,0.5103,90,market_correlation,market
BK,TFC,0.4155,90,market_correlation,market
BK,TROW,0.4273,90,market_correlation,market
BK,UMBF,0.4213,90,market_correlation,market
BK,USB,0.4582,90,market_correlation,market
BK,VCTR,0.378,90,market_correlation,market
BK,WFC,0.6341,90,market_correlation,market
BK,WTFC,0.4113,90,market_correlation,market
BK,ZION,0.4743,90,market_correlation,market
BK,^DJI,0.4259,90,market_correlation,market
BK,^GSPC,0.4662,90,market_correlation,market
BK,^IXIC,0.4178,90,market_correlation,market
BK,^RUT,0.3963,90,market_correlation,market
BK,^VIX,-0.4361,90,market_correlation,market
BLK,BRK-B,0.3513,90,market_correlation,market
BLK,C,0.4325,90,market_correlation,market
BLK,CFG,0.6278,90,market_correlation,market
BLK,CMA,0.5102,90,market_correlation,market
BLK,COF,0.5366,90,market_correlation,market
BLK,COIN,0.3584,90,market_correlation,market
BLK,CPAY,0.4853,90,market_correlation,market
BLK,CSCO,0.3909,90,market_correlation,market
BLK,DLR,0.3089,90,market_correlation,market
BLK,EARN,0.3105,90,market_correlation,market
BLK,EQIX,0.3128,90,market_correlation,market
BLK,EVR,0.5997,90,market_correlation,market
BLK,EVTC,0.3368,90,market_correlation,market
BLK,FHN,0.496,90,market_correlation,market
BLK,FIS,0.4082,90,market_correlation,market
BLK,FITB,0.5347,90,market_correlation,market
BLK,FRT,0.3854,90,market_correlation,market
BLK,GBCI,0.6516,90,market_correlation,market
BLK,GPN,0.4715,90,market_correlation,market
BLK,GS,0.5384,90,market_correlation,market
BLK,HBAN,0.5695,90,market_correlation,market
BLK,HIG,0.4002,90,market_correlation,market
BLK,HLNE,0.5031,90,market_correlation,market
BLK,IVZ,0.413,90,market_correlation,market
BLK,JPM,0.4513,90,market_correlation,market
BLK,KEY,0.5891,90,market_correlation,market
BLK,KIM,0.4693,90,market_correlation,market
BLK,L,0.491,90,market_correlation,market
BLK,LC,0.3094,90,market_correlation,market
BLK,MA,0.3798,90,market_correlation,market
BLK,MC,0.6591,90,market_correlation,market
BLK,MET,0.4689,90,market_correlation,market
BLK,MMC,0.3162,90,market_correlation,market
BLK,MS,0.5665,90,market_correlation,market
BLK,MTB,0.5353,90,market_correlation,market
BLK,NAVI,0.3815,90,market_correlation,market
BLK,ONB,0.5562,90,market_correlation,market
BLK,PAYO,0.3795,90,market_correlation,market
BLK,PJT,0.5593,90,market_correlation,market
BLK,PNC,0.5347,90,market_correlation,market
BLK,PRU,0.4578,90,market_correlation,market
BLK,PYPL,0.3432,90,market_correlation,market
BLK,REG,0.4412,90,market_correlation,market
BLK,RF,0.4965,90,market_correlation,market
BLK,RGA,0.3055,90,market_correlation,market
BLK,SCHW,0.4104,90,market_correlation,market
BLK,SEIC,0.587,90,market_correlation,market
BLK,SOFI,0.3659,90,market_correlation,market
BLK,STT,0.7797,90,market_correlation,market
BLK,SYF,0.625,90,market_correlation,market
BLK,TFC,0.5431,90,market_correlation,market
BLK,TROW,0.5984,90,market_correlation,market
BLK,TRV,0.3526,90,market_correlation,market
BLK,UMBF,0.6332,90,market_correlation,market
BLK,USB,0.5426,90,market_correlation,market
BLK,V,0.37,90,market_correlation,market
BLK,VCTR,0.6339,90,market_correlation,market
BLK,VRTS,0.5215,90,market_correlation,market
BLK,WFC,0.6576,90,market_correlation,market
BLK,WRB,0.3266,90,market_correlation,market
BLK,WTFC,0.5443,90,market_correlation,market
BLK,ZION,0.5102,90,market_correlation,market
BLK,^DJI,0.6005,90,market_correlation,market
BLK,^GSPC,0.4923,90,market_correlation,market
BLK,^IXIC,0.3563,90,market_correlation,market
BLK,^RUT,0.6461,90,market_correlation,market
BLK,^VIX,-0.4174,90,market_correlation,market
BRK-B,C,0.3151,90,market_correlation,market
BRK-B,CB,0.4286,90,market_correlation,market
BRK-B,CFG,0.4118,90,market_correlation,market
BRK-B,CMA,0.3426,90,market_correlation,market
BRK-B,COF,0.3588,90,market_correlation,market
BRK-B,CPAY,0.3764,90,market_correlation,market
BRK-B,CPT,0.4366,90,market_correlation,market
BRK-B,EQR,0.388,90,market_correlation,market
BRK-B,ESS,0.3352,90,market_correlation,market
BRK-B,FITB,0.4266,90,market_correlation,market
BRK-B,FRT,0.3918,90,market_correlation,market
BRK-B,GBCI,0.4267,90,market_correlation,market
BRK-B,GPN,0.4267,90,market_correlation,market
BRK-B,HBAN,0.4241,90,market_correlation,market
BRK-B,HIG,0.4871,90,market_correlation,market
BRK-B,HLNE,0.3673,90,market_correlation,market
BRK-B,INVH,0.3849,90,market_correlation,market
BRK-B,JPM,0.3321,90,market_correlation,market
BRK-B,KEY,0.3983,90,market_correlation,market
BRK-B,KIM,0.3679,90,market_correlation,market
BRK-B,L,0.4832,90,market_correlation,market
BRK-B,MA,0.4156,90,market_correlation,market
BRK-B,MAA,0.3944,90,market_correlation,market
BRK-B,MET,0.4787,90,market_correlation,market
BRK-B,MITT,0.3241,90,market_correlation,market
BRK-B,MMC,0.5209,90,market_correlation,market
BRK-B,MTB,0.3798,90,market_correlation,market
BRK-B,NVDA,-0.3186,90,market_correlation,market
BRK-B,ONB,0.389,90,market_correlation,market
BRK-B,PAYO,0.3072,90,market_correlation,market
BRK-B,PGR,0.5225,90,market_correlation,market
BRK-B,PNC,0.3932,90,market_correlation,market
BRK-B,PRU,0.5571,90,market_correlation,market
BRK-B,REG,0.3285,90,market_correlation,market
BRK-B,RF,0.3978,90,market_correlation,market
BRK-B,RGA,0.457,90,market_correlation,market
BRK-B,SEIC,0.371,90,market_correlation,market
BRK-B,SPG,0.4294,90,market_correlation,market
BRK-B,STT,0.3738,90,market_correlation,market
BRK-B,SYF,0.3641,90,market_correlation,market
BRK-B,TFC,0.4543,90,market_correlation,market
BRK-B,TROW,0.3349,90,market_correlation,market
BRK-B,TRV,0.4812,90,market_correlation,market
BRK-B,UDR,0.4381,90,market_correlation,market
BRK-B,UMBF,0.3437,90,market_correlation,market
BRK-B,USB,0.4094,90,market_correlation,market
BRK-B,V,0.4975,90,market_correlation,market
BRK-B,WFC,0.4243,90,market_correlation,market
BRK-B,WRB,0.4799,90,market_correlation,market
BRK-B,WTFC,0.3811,90,market_correlation,market
BRK-B,ZION,0.3847,90,market_correlation,market
BRK-B,^DJI,0.3453,90,market_correlation,market
BXP,CFG,0.357,90,market_correlation,market
BXP,CIM,0.3905,90,market_correlation,market
BXP,COF,0.321,90,market_correlation,market
BXP,CPAY,0.3784,90,market_correlation,market
BXP,CPT,0.4887,90,market_correlation,market
BXP,DLR,0.3497,90,market_correlation,market
BXP,DX,0.353,90,market_correlation,market
BXP,EARN,0.3002,90,market_correlation,market
BXP,EQR,0.5607,90,market_correlation,market
BXP,ESS,0.5584,90,market_correlation,market
BXP,EVR,0.4315,90,market_correlation,market
BXP,EXR,0.4558,90,market_correlation,market
BXP,FITB,0.3733,90,market_correlation,market
BXP,FRT,0.7014,90,market_correlation,market
BXP,GBCI,0.4697,90,market_correlation,market
BXP,GPN,0.413,90,market_correlation,market
BXP,HBAN,0.3942,90,market_correlation,market
BXP,INVH,0.4181,90,market_correlation,market
BXP,IVR,0.3188,90,market_correlation,market
BXP,JFIN,0.3041,90,market_correlation,market
BXP,KEY,0.4274,90,market_correlation,market
BXP,KIM,0.6038,90,market_correlation,market
BXP,LDI,0.3573,90,market_correlation,market
BXP,MAA,0.4786,90,market_correlation,market
BXP,MC,0.3649,90,market_correlation,market
BXP,MET,0.304,90,market_correlation,market
BXP,MFA,0.4845,90,market_correlation,market
BXP,MITT,0.3427,90,market_correlation,market
BXP,MTB,0.309,90,market_correlation,market
BXP,NAVI,0.4791,90,market_correlation,market
BXP,NFLX,-0.3122,90,market_correlation,market
BXP,O,0.3772,90,market_correlation,market
BXP,ONB,0.4203,90,market_correlation,market
BXP,ORC,0.3198,90,market_correlation,market
BXP,PFSI,0.4415,90,market_correlation,market
BXP,PLD,0.6274,90,market_correlation,market
BXP,PMT,0.4568,90,market_correlation,market
BXP,PNC,0.3497,90,market_correlation,market
BXP,PRU,0.3201,90,market_correlation,market
BXP,PSA,0.4452,90,market_correlation,market
BXP,REG,0.5113,90,market_correlation,market
BXP,RF,0.3993,90,market_correlation,market
BXP,RKT,0.4564,90,market_correlation,market
BXP,SPG,0.5137,90,market_correlation,market
BXP,SUI,0.333,90,market_correlation,market
BXP,SYF,0.3089,90,market_correlation,market
BXP,TFC,0.4353,90,market_correlation,market
BXP,TWO,0.4294,90,market_correlation,market
BXP,UDR,0.4585,90,market_correlation,market
BXP,UMBF,0.3902,90,market_correlation,market
BXP,USB,0.306,90,market_correlation,market
BXP,UWMC,0.442,90,market_correlation,market
BXP,VICI,0.5367,90,market_correlation,market
BXP,WTFC,0.3716,90,market_correlation,market
BXP,ZION,0.3197,90,market_correlation,market
BXP,^DJI,0.3631,90,market_correlation,market
BXP,^FVX,-0.3475,90,market_correlation,market
BXP,^RUT,0.4529,90,market_correlation,market
BXP,^TNX,-0.3401,90,market_correlation,market
C,CFG,0.6281,90,market_correlation,market
C,CMA,0.3852,90,market_correlation,market
C,COF,0.5954,90,market_correlation,market
C,CPAY,0.4499,90,market_correlation,market
C,CSCO,0.4216,90,market_correlation,market
C,DLR,0.3095,90,market_correlation,market
C,EQIX,0.3381,90,market_correlation,market
C,EVR,0.5806,90,market_correlation,market
C,FHN,0.4585,90,market_correlation,market
C,FIS,0.3494,90,market_correlation,market
C,FITB,0.4933,90,market_correlation,market
C,GBCI,0.475,90,market_correlation,market
C,GOOG,0.3233,90,market_correlation,market
C,GOOGL,0.314,90,market_correlation,market
C,GPN,0.307,90,market_correlation,market
C,GS,0.61,90,market_correlation,market
C,HBAN,0.5156,90,market_correlation,market
C,HLNE,0.4448,90,market_correlation,market
C,IVZ,0.3303,90,market_correlation,market
C,JPM,0.6638,90,market_correlation,market
C,KEY,0.5521,90,market_correlation,market
C,LC,0.4249,90,market_correlation,market
C,MA,0.3421,90,market_correlation,market
C,MC,0.5545,90,market_correlation,market
C,MET,0.4665,90,market_correlation,market
C,MS,0.6369,90,market_correlation,market
C,MTB,0.5318,90,market_correlation,market
C,ONB,0.465,90,market_correlation,market
C,PAYO,0.3176,90,market_correlation,market
C,PJT,0.3893,90,market_correlation,market
C,PNC,0.5277,90,market_correlation,market
C,PRU,0.4556,90,market_correlation,market
C,PYPL,0.3384,90,market_correlation,market
C,QCOM,0.3272,90,market_correlation,market
C,RF,0.4921,90,market_correlation,market
C,SCHW,0.4141,90,market_correlation,market
C,SEIC,0.5434,90,market_correlation,market
C,SOFI,0.3776,90,market_correlation,market
C,STT,0.4166,90,market_correlation,market
C,SYF,0.6119,90,market_correlation,market
C,TFC,0.5461,90,market_correlation,market
C,TROW,0.5369,90,market_correlation,market
C,UMBF,0.4506,90,market_correlation,market
C,USB,0.4963,90,market_correlation,market
C,V,0.4123,90,market_correlation,market
C,VCTR,0.3947,90,market_correlation,market
C,VRTS,0.3942,90,market_correlation,market
C,WFC,0.6036,90,market_correlation,market
C,WTFC,0.5681,90,market_correlation,market
C,ZION,0.5277,90,market_correlation,market
C,^DJI,0.5923,90,market_correlation,market
C,^GSPC,0.5574,90,market_correlation,market
C,^IXIC,0.478,90,market_correlation,market
C,^RUT,0.5226,90,market_correlation,market
C,^VIX,-0.518,90,market_correlation,market
CB,CPT,0.3407,90,market_correlation,market
CB,EQR,0.334,90,market_correlation,market
CB,FITB,0.3226,90,market_correlation,market
CB,HIG,0.675,90,market_correlation,market
CB,INVH,0.3481,90,market_correlation,market
CB,L,0.6145,90,market_correlation,market
CB,MA,0.3442,90,market_correlation,market
CB,MAA,0.3411,90,market_correlation,market
CB,MET,0.3635,90,market_correlation,market
CB,MITT,0.3178,90,market_correlation,market
CB,MMC,0.6057,90,market_correlation,market
CB,ONB,0.3561,90,market_correlation,market
CB,PFSI,0.397,90,market_correlation,market
CB,PGR,0.5688,90,market_correlation,market
CB,PMT,0.355,90,market_correlation,market
CB,PRU,0.3901,90,market_correlation,market
CB,REG,0.3271,90,market_correlation,market
CB,RGA,0.4448,90,market_correlation,market
CB,SEIC,0.3145,90,market_correlation,market
CB,TRV,0.643,90,market_correlation,market
CB,UDR,0.3189,90,market_correlation,market
CB,VICI,0.3978,90,market_correlation,market
CB,WRB,0.6771,90,market_correlation,market
CB,ZION,0.3548,90,market_correlation,market
CCI,CPT,0.3834,90,market_correlation,market
CCI,EQR,0.4504,90,market_correlation,market
CCI,ESS,0.3949,90,market_correlation,market
CCI,EXR,0.4159,90,market_correlation,market
CCI,FRT,0.3034,90,market_correlation,market
CCI,INVH,0.4474,90,market_correlation,market
CCI,JKHY,0.3207,90,market_correlation,market
CCI,KIM,0.3188,90,market_correlation,market
CCI,MAA,0.4259,90,market_correlation,market
CCI,O,0.3923,90,market_correlation,market
CCI,PSA,0.4534,90,market_correlation,market
CCI,REG,0.3552,90,market_correlation,market
CCI,UDR,0.4453,90,market_correlation,market
CCI,VICI,0.454,90,market_correlation,market
CFG,CIM,0.4087,90,market_correlation,market
CFG,CMA,0.6112,90,market_correlation,market
CFG,COF,0.7922,90,market_correlation,market
CFG,COIN,0.4072,90,market_correlation,market
CFG,CPAY,0.5267,90,market_correlation,market
CFG,CSCO,0.404,90,market_correlation,market
CFG,DLR,0.3323,90,market_correlation,market
CFG,DX,0.3384,90,market_correlation,market
CFG,EARN,0.31,90,market_correlation,market
CFG,EQIX,0.3191,90,market_correlation,market
CFG,EQR,0.3139,90,market_correlation,market
CFG,ESS,0.3024,90,market_correlation,market
CFG,EVR,0.5883,90,market_correlation,market
CFG,EVTC,0.318,90,market_correlation,market
CFG,FHN,0.6922,90,market_correlation,market
CFG,FIS,0.4143,90,market_correlation,market
CFG,FITB,0.8357,90,market_correlation,market
CFG,FOUR,0.3031,90,market_correlation,market
CFG,FRT,0.4431,90,market_correlation,market
CFG,GBCI,0.7334,90,market_correlation,market
CFG,GPN,0.4435,90,market_correlation,market
CFG,GS,0.5536,90,market_correlation,market
CFG,HBAN,0.8601,90,market_correlation,market
CFG,HIG,0.508,90,market_correlation,market
CFG,HLNE,0.5021,90,market_correlation,market
CFG,IVR,0.3077,90,market_correlation,market
CFG,IVZ,0.4456,90,market_correlation,market
CFG,JFIN,0.3119,90,market_correlation,market
CFG,JPM,0.5412,90,market_correlation,market
CFG,KEY,0.9127,90,market_correlation,market
CFG,KIM,0.4911,90,market_correlation,market
CFG,L,0.4976,90,market_correlation,market
CFG,LC,0.3845,90,market_correlation,market
CFG,MA,0.4319,90,market_correlation,market
CFG,MC,0.6161,90,market_correlation,market
CFG,MET,0.6393,90,market_correlation,market
CFG,MFA,0.3276,90,market_correlation,market
CFG,MMC,0.3897,90,market_correlation,market
CFG,MS,0.5657,90,market_correlation,market
CFG,MTB,0.8269,90,market_correlation,market
CFG,NAVI,0.4227,90,market_correlation,market
CFG,ONB,0.8449,90,market_correlation,market
CFG,ORC,0.3141,90,market_correlation,market
CFG,PAYO,0.3048,90,market_correlation,market
CFG,PJT,0.4331,90,market_correlation,market
CFG,PLD,0.3312,90,market_correlation,market
CFG,PMT,0.3503,90,market_correlation,market
CFG,PNC,0.8165,90,market_correlation,market
CFG,PRU,0.685,90,market_correlation,market
CFG,PYPL,0.4039,90,market_correlation,market
CFG,QCOM,0.3183,90,market_correlation,market
CFG,REG,0.385,90,market_correlation,market
CFG,RF,0.8179,90,market_correlation,market
CFG,RGA,0.4346,90,market_correlation,market
CFG,SCHW,0.3694,90,market_correlation,market
CFG,SEIC,0.6518,90,market_correlation,market
CFG,SOFI,0.4074,90,market_correlation,market
CFG,SPG,0.3407,90,market_correlation,market
CFG,STT,0.683,90,market_correlation,market
CFG,SYF,0.7543,90,market_correlation,market
CFG,TFC,0.8985,90,market_correlation,market
