date,institution_id,total_assets,cash_equivalents,securities,loans,other_assets,total_liabilities,deposits,borrowings,equity,layer
2025-05-03,CU_013,160575833000.084,17638760642.251556,35297099151.62247,92669536754.71974,9266064271.133493,141643575308.4909,109068021473.39682,29847744342.26803,13690817455.78838,banking
2025-05-04,CU_013,155771017929.91565,10106793392.752531,38372939172.212,95728483627.4422,13905648364.049929,142806515383.7203,103931621574.73672,26833864867.130398,13793598630.020159,banking
2025-05-05,CU_013,159819258783.68936,12091135969.491177,36763658648.52099,100567007210.17336,13056313158.583544,145060537826.83923,106685998147.63742,17170134740.794994,16271630554.945848,banking
2025-05-06,CU_013,160389166555.18164,10433835620.599277,38287326607.57654,90211833253.51753,10303589608.62667,145786418941.36377,96382882094.61066,28919258044.343468,13460409372.87368,banking
2025-05-07,CU_013,155856635552.92206,23324724061.150486,24229315316.73234,92619072367.14734,14948503283.346636,141454981620.5344,98108255961.53688,18794762167.020817,15828231904.233204,banking
2025-05-08,CU_013,156010754490.9715,16455917441.634491,30393827882.436916,87135845785.9891,11455844848.659689,140275261773.5441,105910736878.42929,27107121946.25202,16498437959.41649,banking
2025-05-09,CU_013,157196145845.4745,18035820332.577797,23691074148.677776,90130783682.54283,8471399951.114909,143394622838.6829,96952697968.87425,29958271293.673153,15429308137.705793,banking
2025-05-10,CU_013,156747388733.26788,16516882431.242596,33663810897.63148,93939086302.11319,14302485672.786762,141669556271.65726,98885311284.46642,22577099372.346905,17521766257.627235,banking
2025-05-11,CU_013,158392067420.85117,9432226674.382414,37150021150.84475,102275064231.26526,14678102422.718369,139423262358.3122,118724116216.68521,23021502429.89148,14829542007.368137,banking
2025-05-12,CU_013,156611836925.6209,17940363335.820812,28862735483.49053,99216361031.41728,11367005712.201319,139638056219.67328,96371563128.78976,24741110472.428085,16760159258.987318,banking
2025-05-13,CU_013,155750682833.02716,21686478508.628056,23459774249.265495,89637602610.42609,9714872072.115873,143070350517.6788,104328735889.48766,29640676558.92399,18323052647.83255,banking
2025-05-14,CU_013,158106035409.1751,18121844259.790493,31861024302.82719,86340034373.90402,12566401257.05367,142181775304.74533,105512650829.55518,21149296444.906593,12685846418.195358,banking
2025-05-15,CU_013,161352890173.28937,12267115204.348925,27055485865.33154,81011716887.9761,11712358834.482328,146070663192.78458,103006747952.51672,18735636586.014038,16210414188.39792,banking
2025-05-16,CU_013,161968671526.92648,20654196535.464096,32308115435.557625,88157136196.49129,9459117650.290525,145393440284.97784,108351099642.3113,18535098415.10053,19288638749.92457,banking
2025-05-17,CU_013,157805142563.4155,15564166642.31103,26334789118.57655,87789922832.21278,8917062209.34318,144040923272.02548,103391675714.60803,15977942992.447573,17013150465.220888,banking
2025-05-18,CU_013,157880624963.03354,14125550357.81219,29061445144.64534,87539516755.30255,10406700105.495647,143835858815.01624,109145652078.13858,19148946260.503105,17330093377.82342,banking
2025-05-19,CU_013,157374406889.1901,10993715804.284563,30707380455.70296,96308459862.57446,11936293318.104288,141169018287.36755,107378509321.90321,30098929242.161217,17306148416.639267,banking
2025-05-20,CU_013,159076681024.66315,16311394873.25745,25256711414.187935,80419274173.22209,15079567532.356785,145752936386.40536,109818341384.3089,31345461100.166134,16550766208.333094,banking
2025-05-21,CU_013,160886824012.45053,9656813123.511621,38772172271.28942,91850931372.34576,15533745528.537308,145609975860.85175,107329320102.58064,17227376489.012135,15907534646.63245,banking
2025-05-22,CU_013,155935008948.2297,20091828309.044777,24821743296.251247,84554725932.43657,11210460523.77828,141126891235.83405,108594966915.93617,16988965082.80089,13268111659.545208,banking
2025-05-23,CU_013,161919503110.34476,21707359408.100964,29530410732.304333,94551172031.37425,13675012818.942667,143570042710.80338,100424614557.70732,24251603733.4652,15007577549.579117,banking
2025-05-24,CU_013,158655816605.8632,10579535406.88655,25358897760.65547,102360132386.3164,8722996831.06952,145076248542.56573,106167371372.19801,22953318146.580467,15469907259.179758,banking
2025-05-25,CU_013,155912926875.37033,8668258478.373259,25254688971.57141,95490051039.71666,9862939794.09159,141266084050.6503,101888902656.2804,27174501845.02669,17899992960.186466,banking
2025-05-26,CU_013,158635831373.23563,8714013453.326435,34847194582.04385,89333431089.46725,14318502094.325207,145417310682.43906,116865772584.96841,29367116340.608135,13381748333.086338,banking
2025-05-27,CU_013,160496227092.46466,18713297282.950607,28645840942.942684,85641518281.01398,15317751924.594456,147602315697.0977,115178036605.23875,18361449855.250244,16419077077.4757,banking
2025-05-28,CU_013,157331766786.34137,12125699479.925035,25681254470.25884,82777056467.85698,11339414551.014784,139130612206.86295,97917502896.65877,17676003421.056732,14462032664.481966,banking
2025-05-29,CU_013,161725820885.0272,8830113887.841156,28269125970.90309,102650663830.825,8817498557.405266,147511545053.86862,98492835524.39597,19965828804.404575,18593981914.12735,banking
2025-05-30,CU_013,155661345979.04306,15071033030.074306,34745984383.59431,85820972295.46503,9200687657.670258,137372077795.08359,113896723836.37871,27488933551.09009,16668533962.81821,banking
2025-05-31,CU_013,160711826907.92984,16774304015.500443,37989207023.34426,92517669599.44263,11189541885.453493,144803181509.4847,119835057564.3172,26882663191.15368,13961527197.334297,banking
2025-06-01,CU_013,158382880770.1687,19290981753.389915,30397258108.324894,95171606204.57034,8228735948.553664,141914491529.36856,102300746037.89973,25443651769.346813,13353600535.565828,banking
2025-06-02,CU_013,158499652035.86676,17442098238.826637,25209882890.45068,91666154868.51265,13829061066.39881,143105327447.42038,96115265315.55017,24086633288.23517,14306352230.175705,banking
2025-06-03,CU_013,161160726421.67023,17677830978.457264,26551663426.92813,95874231825.7839,12797638898.734749,142128309876.51624,107494269692.2184,27793362873.78215,15398928875.01051,banking
2025-06-04,CU_013,158306359173.18234,8694724112.573738,28420785625.943707,101942357380.08505,14452423280.657373,139800345051.62946,102163904653.67313,24821767514.23574,13186651239.532701,banking
2025-06-05,CU_013,160043714092.96216,19262604958.314144,33059928129.327873,96882932034.37155,8424473606.871593,142458099282.19177,104222987346.6595,30700223563.434536,18736718629.022453,banking
2025-06-06,CU_013,161307615473.31894,13606297234.81892,40032334068.095695,83120574732.87097,11981609306.887241,144324485722.89197,113475557555.16444,25766039476.460373,17687956811.809975,banking
2025-06-07,CU_013,161329816153.44293,19252966183.957676,35629172787.32872,82547576187.2626,8979684138.88628,144361772671.23175,107025674788.29176,18671369905.44551,13779859526.253181,banking
2025-06-08,CU_013,158275878287.6447,14699175112.595976,36588375258.557205,86135325904.03545,13606105013.67143,144139132788.73526,104559638641.40132,26271932807.90011,15553450623.238096,banking
2025-06-09,CU_013,158140959302.9689,12959679819.438904,35409637278.67151,88437129882.5949,11883311028.293922,143047018565.31183,111878000073.22519,17543721321.390427,16395067313.436554,banking
2025-06-10,CU_013,158884501718.08112,20636756162.632698,28556743484.892376,98530186985.53918,13915073705.441788,145139160508.08282,99596185825.5788,29843013505.14517,15532205037.621561,banking
2025-06-11,CU_013,158770120417.24545,11403610939.762705,37371839805.506454,84521915200.18326,12293070820.774925,141050473666.06918,104780648957.03973,29606082537.10088,12873213352.83993,banking
2025-06-12,CU_013,159284780531.7611,20701470970.865917,29194799285.988182,95221686387.53778,10103553241.418818,145872222006.28018,101886186008.51706,25778641865.246075,13751220881.788706,banking
2025-06-13,CU_013,156649293199.50504,22160276326.538074,24472576347.104267,82342203821.7339,14256520689.20176,139865889319.2443,110254696624.56592,22384718144.919167,15169526735.744751,banking
2025-06-14,CU_013,157564102186.20428,18692318543.057793,25913091331.10352,88652938613.50612,13073871770.820124,144562705482.74167,97660928904.27324,17647410922.967224,17186011267.866554,banking
2025-06-15,CU_013,156432310341.01147,18529366514.396492,24426805694.64572,85126270541.78476,12692420672.038364,141956285565.8511,113146565542.14049,28921770193.76019,12839404280.052319,banking
2025-06-16,CU_013,155823180019.01334,7994346054.6775875,34893003350.74848,101050563162.1932,13870096258.92846,137835792929.43265,110885918470.79045,27011812472.508064,17640981747.746838,banking
2025-06-17,CU_013,156835326581.09436,19719166615.13443,31550794677.713535,87877340424.08273,9352396671.418926,143748515854.02942,108446587518.45627,30036495906.303574,14778134201.593786,banking
2025-06-18,CU_013,157584067244.0721,13052667539.861721,30236019926.629414,87865060090.88708,10556002547.347837,139081692299.76187,107998359257.96019,29608516123.041397,13249803443.322739,banking
2025-06-19,CU_013,158290243237.61865,17643864884.559483,31035698164.057613,91990070984.06514,9508881167.985723,145260636406.76144,102438653011.75528,20569742194.795177,15564568116.675512,banking
2025-06-20,CU_013,156134927572.4814,23114766573.45425,30990630820.083916,88418244552.33798,15324792601.500902,140193834932.2137,113143108115.87856,16969692646.927813,13551916479.108368,banking
2025-06-21,CU_013,158895994319.2846,23245702818.8096,35233727408.80269,83563539340.675,15497564255.891277,142921603678.74872,110318491156.04675,31551064578.245487,17070580379.396194,banking
2025-06-22,CU_013,158881541399.45422,21378153368.34424,38922182945.536766,102765152160.56677,15755887148.04552,142592822018.00558,113290590599.71675,27332481774.09092,12904553185.819588,banking
2025-06-23,CU_013,159157652307.03363,17849844637.07572,25909405973.175777,101874846492.95834,8122397186.176074,140728535130.60547,105063828110.5521,31720807076.202427,12919182629.856228,banking
2025-06-24,CU_013,157045645753.39545,13332213014.354155,37532176349.19539,98156523373.70078,8440108146.668005,142093733372.7346,115939794378.04245,19811935958.856876,15625232249.960451,banking
2025-06-25,CU_013,158721578477.66843,22398011853.135437,28125520009.218723,87876680326.81273,15133197832.09119,143659197082.5714,117702064918.78108,30613557948.755024,16746402392.922321,banking
2025-06-26,CU_013,157346350685.85654,14135565061.861841,31588622170.0821,81369770108.09421,9802720174.762785,141219413199.07495,113424905942.99376,21305632151.37051,13890139379.485851,banking
2025-06-27,CU_013,161041377661.38828,21997910677.042397,27182657634.696342,90424431426.8773,9398475897.82785,147354337991.27512,100314995124.33005,30207935934.12662,13898583578.515663,banking
2025-06-28,CU_013,156097491402.93936,8744174566.707512,34603300297.00833,97630865687.07674,11229163448.738548,142655659897.57364,97839144056.88004,20751961433.529537,17546393287.461506,banking
2025-06-29,CU_013,156501318246.85425,15048089503.992281,25547694007.692165,83882840050.91055,12728944750.516663,142164583849.7216,99862610427.9935,26545065284.446507,18604734863.772083,banking
2025-06-30,CU_013,156867665287.432,8473642032.842694,29748029157.00917,91178907187.04527,9749724998.373396,140030443194.10776,94463514710.4367,22633801699.092644,16986687803.720795,banking
2025-07-01,CU_013,161491349845.6418,18121714669.650524,34847583995.30255,101688989087.69688,15786273520.43336,144239393326.17096,113126034100.27562,23733477006.606056,17353388149.490547,banking
2025-07-02,CU_013,158812180422.20972,8400447092.793016,34554858261.40322,92905533946.97685,12245825720.156475,145628463732.4119,113363983356.81,16726765638.791428,16297103409.569698,banking
2025-07-03,CU_013,157648122745.43335,11908105975.761238,37813706702.96829,101141680055.73325,8254971439.553844,140238659822.32544,113595223291.16734,27642335957.364437,13807379631.243635,banking
2025-07-04,CU_013,158011831155.70056,17881561994.957603,37998597252.10289,84689982085.16513,13730438594.138615,139855884057.30167,108174069094.98012,26645221596.78897,18833214075.837093,banking
2025-07-05,CU_013,156571623689.42807,11044535894.78819,33064431668.18037,101755802761.4418,12488225967.77042,141070184076.42383,112672077273.04941,26334866736.225468,14148183458.262035,banking
2025-07-06,CU_013,158156670408.66867,18738236272.495045,36227706470.42439,99711001002.98595,11373617268.628504,141969677798.56104,104889032966.69637,21282808058.266327,18662576464.97321,banking
2025-07-07,CU_013,156168350015.8876,8128185621.657804,36678066507.53844,83481563559.27335,8272822261.834482,138552662060.04425,98280806657.37166,23775010997.392227,12614324624.49396,banking
2025-07-08,CU_013,156961106545.47134,13142437712.665705,27544864265.385456,95803147297.19234,7970639547.142004,141592844365.1472,107960302060.05716,26268659469.12012,17707629402.27286,banking
2025-07-09,CU_013,158401802245.24716,8898752444.455185,31716248389.30087,96784843505.53256,8689044085.431145,144283663441.65692,98739526402.38124,29336135962.450047,12866159819.67407,banking
2025-07-10,CU_013,158366708258.87964,11077964648.210258,31717486052.819466,94466060181.61536,12724586289.494175,143402200524.0424,118218219390.7682,20135204050.32834,13327844801.583433,banking
2025-07-11,CU_013,160989960333.65146,23685776202.506687,33352489103.86851,103212578687.80194,14943258404.340326,147130493610.73773,118163608552.53644,25749279155.33543,14596534291.106821,banking
2025-07-12,CU_013,155843670255.59958,16724812598.984499,38427166245.452385,85064155933.89403,12852958332.275938,138337537740.75815,94569426422.03658,19532612156.56987,17411776780.966064,banking
2025-07-13,CU_013,161712535419.12573,11785311451.064405,31116289771.721325,84421704033.12729,14607582103.882483,145417482460.40164,116474434368.912,28016154980.857212,15610102974.506714,banking
2025-07-14,CU_013,157438623767.59015,8717348704.780655,38515395519.69315,82560365845.7284,8584975186.994452,142981805440.15637,109659089921.24501,25438798872.73736,18440700059.50889,banking
2025-07-15,CU_013,161460668820.14722,19722079174.098507,29773500278.35788,82500720902.29407,14516208287.370638,145080008426.92496,114284622524.95946,21414588909.338787,13266270563.07544,banking
2025-07-16,CU_013,157695013186.65274,9132365550.456,33582097262.955406,89544796911.8197,13877432772.92209,141076490910.25162,111881395596.02364,20654857118.81901,15130398667.483047,banking
2025-07-17,CU_013,157860401631.0033,10508158561.733479,29418906864.846405,92169473520.32973,9559481112.722416,143091250002.6398,97648680966.23093,22770709387.155247,13390488878.561142,banking
2025-07-18,CU_013,159524211244.73337,15569045055.89801,36942163669.41464,89763237245.72412,12259815688.67408,144722898223.40277,96116558307.50688,30729667507.851578,16217154700.78705,banking
2025-07-19,CU_013,161786799776.5866,10087374314.496496,30045077458.946808,83557945752.92076,11206250503.108042,142948738064.2596,101348939882.28587,18003688287.166203,16702846948.094637,banking
2025-07-20,CU_013,159383431356.09595,19441207226.460003,35121531275.478424,97351470764.89081,15255455912.569016,141344929158.68802,115951833794.44643,29749456768.03199,15644322138.31635,banking
2025-07-21,CU_013,156364847358.79547,8714711729.296354,33460560985.548557,89959016818.74431,13855940543.774769,142781683712.92392,95775508779.73251,20650148154.37431,15167954395.765823,banking
2025-07-22,CU_013,158536334892.05588,8316129428.117556,30222176673.07388,87785196401.86536,8321785077.539274,140896607477.8861,111181777048.37808,21161916255.976223,17766661071.586857,banking
2025-07-23,CU_013,157044407669.35516,15812709765.130636,36395245820.78718,89923380390.5295,15699025500.092138,141568349878.8214,98942583831.74875,27297627562.262497,16351498119.24079,banking
2025-07-24,CU_013,159586456678.0309,13606960689.352886,28151486018.422333,84939236823.68481,8593859431.802078,142586366667.7359,97618391422.40987,22884194693.465397,14081148448.628683,banking
2025-07-25,CU_013,160412549846.5371,13871928321.052881,33066325518.94996,98866146405.24777,10648542091.32167,143023849208.64426,98754714169.82832,16346242050.184122,16342069281.18415,banking
2025-07-26,CU_013,159213649555.76724,14051996027.567894,28985835332.01573,102834168570.12448,8546910741.843549,141343659431.83566,113553561448.0636,19290248751.949577,17269979414.739796,banking
2025-07-27,CU_013,161581059605.48383,19772936188.923218,37231204438.14409,99884107538.5895,11341506372.097366,143212795227.09735,101986455121.81982,31251966515.892075,13444600397.352955,banking
2025-07-28,CU_013,158004135962.8876,17781539170.72137,26450087178.252876,82275423788.22305,12787558417.559881,144556801489.56348,116610653920.16472,26618070659.24922,17160208619.078697,banking
2025-07-29,CU_013,161583133776.1404,14361091800.877672,39985001489.80691,88192548879.14851,11015473344.988136,147108106050.4044,114276295230.89514,22144113468.033173,13236438758.480976,banking
2025-07-30,CU_013,159652754547.17667,17608770464.212734,38055823314.2352,86982752211.29445,15262027168.971176,144152439700.00418,100980760387.98787,22233937859.05253,14057224652.152142,banking
2025-07-31,CU_013,158551772251.92114,15421273052.836666,36352031687.606094,96943322607.43228,12540910230.73842,142993893177.86618,111541154567.38962,18204170159.353733,16399934517.877144,banking
2025-08-01,CU_013,161405668762.51575,13006371530.645649,24590592419.494907,80811270559.18974,8333175391.572044,146855164384.8808,117801907113.01288,16199332393.940197,17391250430.78161,banking
2025-08-02,CU_013,157539252295.60968,14024614793.842596,38165809213.56517,95004641230.41946,12092319274.126331,141702695619.7576,107782231066.03482,19425443254.02461,16914731897.518608,banking
2025-08-03,CU_013,156379195416.48697,20264988401.25965,27314100765.215767,78189651102.44685,13632655388.389915,142807667473.25082,111582790987.89641,20162598555.908234,13523186387.798513,banking
2025-08-04,CU_013,155733071886.30884,9016875354.871084,29332549711.420135,84512225186.55603,14966757792.566818,138464960851.89706,105615210515.18364,30495508315.18079,15164313684.00837,banking
2025-08-05,CU_013,161342958937.80295,20624903518.60722,29651806553.970337,97027757581.04778,10441221825.54931,143973101390.6063,113489630794.47343,24888332513.661446,12953877412.90638,banking
2025-08-06,CU_013,160834221350.6709,9680277443.61285,34376815497.30101,95751730211.19687,10136400756.823845,141571193052.7725,113208712511.39665,32013446437.60023,16423110097.318838,banking
2025-08-07,CU_013,161315258403.1354,20748050120.75398,31605342181.507225,93797260985.70062,13553674993.349857,146883101481.97214,101606676638.42184,21982583377.365025,17343341915.876373,banking
2025-08-08,CU_013,158341633599.30792,16619839274.274677,35249176339.004105,80889113066.25435,15436122948.687256,144207805270.17035,102593834355.68324,30610552294.436504,14549199851.509378,banking
2025-08-09,CU_013,161922312325.55313,15785649475.59287,31676598160.810562,94927500521.70087,15667558004.173584,148859708181.43088,102543669001.21095,19913549698.66077,15559537973.696993,banking
2025-08-10,CU_013,160886492687.72733,18196173305.64268,26400145701.294003,93076193684.88628,14777511528.587044,141740749187.56348,106945410536.91191,17981960780.974846,15909069558.92917,banking
2025-08-11,CU_013,155850454268.4696,16049338543.156374,38069130089.259346,85998241710.54378,10190658327.953463,142256749214.17252,98282547637.76646,21419333130.50697,18457187097.951015,banking
2025-08-12,CU_013,159787558388.32092,18834086098.425125,33039970998.949093,81720357917.94858,13463789517.08356,145768923216.62045,113318886007.51955,17797485771.806885,16176807813.16501,banking
2025-08-13,CU_013,156524754703.8918,19249389927.156113,38722656955.42928,90043371319.19254,9060841431.006733,140116447045.9585,105213089737.48233,24211176996.559555,15381872837.005548,banking
2025-08-14,CU_013,156945516743.66205,15653870163.469181,39139302513.47849,99229669344.73647,13840262313.542011,143430029993.57285,102939883857.75027,19403866715.852776,13858156824.60072,banking
2025-08-15,CU_013,156612752691.7737,14104675813.993494,36387546498.39617,95080580846.8604,14934310900.211515,139429178017.98026,114297603865.071,25666799755.297943,15667986854.924953,banking
2025-08-16,CU_013,160127495599.3244,17214561943.39381,37199840257.267845,84589665670.88765,11376720357.2075,145560181335.37994,113726996269.94739,20379245452.258595,15634836877.52533,banking
2025-08-17,CU_013,157215018741.7236,18001199338.447357,38924141391.40976,90210122757.23424,12088347354.643253,142103555787.13116,116530338834.16335,29820477070.93075,16199735275.187403,banking
2025-08-18,CU_013,158157601600.77744,18018805464.767048,26691954660.02823,97214182804.23474,9487045583.442585,143118914832.82626,100690965286.30647,31049241465.747635,16640570527.609638,banking
2025-08-19,CU_013,161452414976.33936,21993848253.448727,35448735565.267296,95187399819.059,15455243734.463934,145413623098.35748,116428957590.69574,18460802135.57205,16206092786.599533,banking
2025-08-20,CU_013,158553405141.92523,14206259988.95887,27101585784.712788,83090643792.57742,14964668836.044891,142896795314.15054,118534047020.14235,17100503192.822382,17760046354.441307,banking
2025-08-21,CU_013,156191814884.55817,8811178982.521189,28262453627.0119,99542169591.12502,15173847386.999622,139044547273.72357,106786024689.32597,17218641154.39702,18091256309.79105,banking
2025-08-22,CU_013,156224234314.00638,10291777281.130798,27754178949.423317,83931205707.02115,11146868597.964155,138203132736.7491,101090977873.04306,27584693035.946922,14982921633.980637,banking
2025-08-23,CU_013,161023704074.1226,12704866432.951159,31405974055.139194,90005026110.0777,12453427080.176132,147991316128.5834,99223321192.32755,32126873858.995735,14231392503.148241,banking
2025-08-24,CU_013,156738755287.93082,18758096202.858192,35847432615.70753,87963927466.34956,13629153005.617613,140601893979.34366,110964073592.48642,28374877780.481514,16862223311.976955,banking
2025-08-25,CU_013,157941056799.81406,9069811785.150797,29990213811.67359,86291601752.68796,14372996740.68911,144272403993.8061,102082302068.90437,23700747046.708435,14913713123.269567,banking
2025-08-26,CU_013,161779936973.86658,17878328350.784218,38267915410.348656,93965414865.41956,9966336595.675394,144510945519.38953,110252094345.23753,23243024781.20131,18201319468.19547,banking
2025-08-27,CU_013,156165173892.06738,11593868810.907923,38184465541.00441,93206698821.96584,14050138627.58452,143636356142.13004,110769267855.02579,15907112100.485748,14201004477.736597,banking
2025-08-28,CU_013,160039626851.12067,21853842288.45608,39096258981.29506,81396871846.35194,8415780942.167145,144909492224.49667,112006177885.9975,23110516574.96387,18880053216.21124,banking
2025-08-29,CU_013,161253380875.0438,14733723918.654064,33184814339.31934,100459866284.59138,12945066114.311348,143164660075.0078,103644087714.79237,20200615650.384045,15719665437.73324,banking
2025-08-30,CU_013,160156230940.13077,15533680254.127323,39234782859.49213,101639197119.3018,13434431185.5534,141227390039.07712,103619839963.94257,29204909638.306038,13902242959.880589,banking
2025-08-31,CU_013,161281531049.68195,18659075548.48075,35074393919.1427,84166150282.49516,13081041583.135874,147424090538.58728,107483334169.49516,16734754576.559202,16221198197.929602,banking
2025-09-01,CU_013,160383932664.79697,15284591536.95095,29783394882.966667,99772391087.79501,9883710132.223648,141496114065.37064,118764211963.34068,24262471805.210926,14190752508.199608,banking
2025-09-02,CU_013,161736956917.35254,23553184079.8325,37569365188.78573,96279444084.45609,13532171724.816505,147285698570.8325,97358069460.30807,23064304671.000515,15634460259.322403,banking
2025-09-03,CU_013,158973067942.99658,12709144273.96658,27030451346.909622,81404101101.5074,9498465726.729176,144276438991.25803,107150651644.01848,30686286668.85641,14037738320.625282,banking
2025-09-04,CU_013,158234218424.8424,12239886380.292097,25340254599.084103,80572158794.04688,13740654135.036047,145474838756.0678,106579435204.55206,16029086046.595299,18226417054.15486,banking
2025-09-05,CU_013,156433643701.08304,9896744533.123686,24654776711.76897,79833762864.59045,13453895112.712746,139079302948.5078,100671818205.09186,22521010271.267,14299346782.26778,banking
2025-09-06,CU_013,157305001905.57007,11894221235.350166,32272352437.17639,86767043860.39948,13431598719.360065,140878633303.96432,103300845551.06483,29620502293.81309,14668399729.933905,banking
2025-09-07,CU_013,161010401522.9834,20874060094.75743,35615300998.365364,87941969857.8344,12279622959.519382,142020147146.09653,97510418167.54968,18537409250.754448,16018311175.504747,banking
2025-09-08,CU_013,160866791002.26233,18353496978.91095,31012679448.629128,91296790914.31198,16015375978.510248,144060603640.87845,104283463352.54971,22411060540.040966,18966152481.380478,banking
2025-09-09,CU_013,156033351424.84473,17656502187.27311,37056553026.00155,90192037805.18625,10652361331.888687,139487647167.02753,95177229678.12291,23971174774.768982,17604617706.702652,banking
2025-09-10,CU_013,160399883825.1219,13704451278.849228,38207795936.12678,83791852673.1086,14712799036.377865,146743698214.8953,115401700405.18958,31206649245.505623,18833409033.521587,banking
2025-09-11,CU_013,155735238490.03726,15782825901.306082,25576939515.903004,99741801968.6779,11701169942.970913,140119509093.59247,108326812277.29822,18235776306.739754,16253664113.897446,banking
2025-09-12,CU_013,157982691405.1864,16458217519.17448,38110258431.410095,102309051586.3248,8972557120.343315,141717529524.63187,99495342896.40038,27803871297.24325,13747776349.271854,banking
2025-09-13,CU_013,157595421922.53024,17513025757.111706,29117220683.11602,89462863915.92711,8334976495.40265,141641790341.36417,106627800878.31313,28384519293.253616,15190702482.643766,banking
2025-09-14,CU_013,157368212313.28943,22698184780.957554,29605559907.89447,81454221540.08633,14329523049.183659,139249161080.53748,105731117607.57755,29450216426.144836,17591855693.125595,banking
2025-09-15,CU_013,159954025828.8339,16894629969.985441,37261383001.796,81216509781.24731,15780133023.979942,140802795681.6679,108426420221.44524,19514531717.136024,18464890510.593716,banking
2025-09-16,CU_013,161404565281.89993,12187223954.473536,39590653987.626,97748442285.18143,15332769887.400358,146302785356.95718,120698372538.88461,20748806747.998684,13551346035.220968,banking
2025-09-17,CU_013,160176944536.01498,16955727304.072119,37252519577.703735,91821473664.01083,15344327208.975254,144194526755.96368,116298641680.2149,29127173612.93738,14765790100.739693,banking
2025-09-18,CU_013,159509401790.08582,13033300281.566116,32850574956.81638,96277061214.23938,14199895396.865614,144460738270.16727,118783426543.49461,21626737437.319817,15471498857.692678,banking
2025-09-19,CU_013,159139749087.1494,17667575878.053513,31878975789.239277,86512454922.80363,9689909315.212566,144303435667.34796,117270436179.58014,29746029372.446297,16538043398.378948,banking
2025-09-20,CU_013,157079981309.1103,22695362280.53917,30293534945.712955,80627524092.30232,13122414423.65239,144033674702.5348,98023986999.20744,24442909250.346443,16929325789.610743,banking
2025-09-21,CU_013,156397867078.61703,13752753695.839325,33529082368.98247,99998170174.98428,9982917971.019028,137921646439.52496,109956213350.2749,22068256272.33273,18235211222.926685,banking
2025-09-22,CU_013,157073831876.78952,9029792420.202211,34326438957.385094,100759736370.4506,12247986448.160486,141179490287.9001,99832990378.14084,17302400712.466343,17828446106.137203,banking
2025-09-23,CU_013,157704738866.52225,9965576536.159721,30055673697.6347,97453346647.30515,11525630618.005867,140977152419.2498,101087664720.36586,23497137877.87973,16309363211.533306,banking
2025-09-24,CU_013,156125599456.3014,15714136973.887114,24821463267.49559,86146636003.39716,11677588932.173445,140243062256.46616,95147299606.62482,20380346034.84816,14766003439.652845,banking
2025-09-25,CU_013,158630988089.1299,20019776961.087944,24496649449.960354,92103306502.03603,13783320983.47942,141714044162.05612,103857678836.86636,24477933877.986248,18920954308.244507,banking
2025-09-26,CU_013,155984912830.30093,15604810404.214025,29201822155.401176,94487736478.0579,8231253270.546755,139478955454.4005,93617253412.31421,23623659298.91578,13004293434.694433,banking
2025-09-27,CU_013,160955831412.89868,21964001712.346313,36224932876.18209,82584007189.71924,10196508214.317411,141694866370.95853,114620456958.96678,29928964788.515434,16450820816.452778,banking
2025-09-28,CU_013,161321804571.3008,8882385546.355114,33017845780.2328,99302921748.29759,14830649631.077547,142492105860.12164,105954280390.20921,17168095985.80925,16825136628.674694,banking
2025-09-29,CU_013,157712107972.41605,22611149243.633335,28385825222.52324,91128994747.06322,9112497619.196287,141072195362.15756,116888398450.50299,28474764818.84195,13412738176.740993,banking
2025-09-30,CU_013,160445179873.88895,13727824513.005184,28739052482.222847,101179360590.19525,11087926675.007004,147226239761.89923,97424428884.64279,21655498894.065678,17583961437.863907,banking
2025-10-01,CU_013,156481011610.03668,9006691625.974083,31815381981.67263,92974595615.18857,8019042928.648517,140873413052.23355,110145460555.54897,25338606101.620766,13250606149.99445,banking
2025-10-02,CU_013,161144355624.39203,9566154076.799316,30865225146.310513,86605833962.06505,13075307815.136515,144150781289.16446,109227241503.01723,27865261292.74378,15806802840.471268,banking
2025-10-03,CU_013,160010812591.91397,21798254597.247902,27148402607.732555,91092367644.67374,13108868527.710333,144691719225.86526,105859291606.00394,20152757963.66147,12906448029.060125,banking
2025-10-04,CU_013,161666992169.04813,9314435486.508854,31543916610.91823,91112728994.93948,15546346708.452898,143647687405.34552,115832450312.97011,17999813004.628326,13316571561.192905,banking
2025-10-05,CU_013,161712421907.56656,9268146621.4391,26965011494.711872,99153708013.75734,14490475273.629778,142821832817.5304,101694815564.22005,18859943082.003586,17463584891.028435,banking
2025-10-06,CU_013,160929482473.34073,11685159816.704025,38970381203.63606,82238029093.01964,14030135776.114191,142071452264.5713,117467636046.02177,31491245329.762424,13376336232.545073,banking
2025-10-07,CU_013,158193066942.6983,21462259500.207645,38887877007.19162,90198583289.13972,11904735622.684958,140154756355.194,99375645815.8031,28415833320.49531,15545327580.246536,banking
2025-10-08,CU_013,160455151112.50443,16203302281.818542,39171021418.75127,84329744607.81247,8591869049.855742,143587124677.8542,115593946358.01794,22845192693.60884,17467241640.61259,banking
2025-10-09,CU_013,159863787640.11478,22478366686.794804,33426655844.23962,92220905739.08435,8853166332.405962,141036250548.47034,96135718813.06848,29411144066.691532,15126127220.194525,banking
